carrier,date, premium 
SAFECO,12/15/2014,1422.5
SAFECO,12/15/2014,1290
SAFECO,12/15/2014,1312
SAFECO,12/15/2014,1320.7
HARTFORD,12/16/2014,2249
HARTFORD,12/16/2014,794
HARTFORD,12/16/2014,1048
HARTFORD,12/16/2014,501
HARTFORD,12/16/2014,634
HARTFORD,12/16/2014,372
HARTFORD,12/16/2014,626
HARTFORD,12/16/2014,942
HARTFORD,12/16/2014,1751
HARTFORD,12/16/2014,477
HARTFORD,12/16/2014,1582
HARTFORD,12/16/2014,360
HARTFORD,12/16/2014,729
HARTFORD,12/16/2014,360
HARTFORD,12/16/2014,714
HARTFORD,12/16/2014,942
HARTFORD,12/16/2014,484
HARTFORD,12/16/2014,331
HARTFORD,12/16/2014,236
HARTFORD,12/16/2014,1580
HARTFORD,12/16/2014,525
HARTFORD,12/16/2014,130
MERCURY,12/16/2014,1183
21ST,12/16/2014,1186.25
21ST,12/16/2014,668.42
21ST,12/16/2014,388.29
21ST,12/16/2014,1947.54
21ST,12/16/2014,382.14
21ST,12/16/2014,458
21ST,12/16/2014,600.64
21ST,12/16/2014,267
21ST,12/16/2014,781
21ST,12/16/2014,288.99
21ST,12/16/2014,554.33
21ST,12/16/2014,609.15
21ST,12/16/2014,757
21ST,12/16/2014,686.19
21ST,12/16/2014,766.88
21ST,12/16/2014,818.46
21ST,12/16/2014,170.85
21ST,12/16/2014,792
21ST,12/16/2014,539.97
21ST,12/16/2014,304.17
DAIRYLAND,12/16/2014,723
MERCURY,12/16/2014,1201
MERCURY,12/16/2014,1252
MERCURY,12/16/2014,1390
MERCURY,12/16/2014,1130
MERCURY,12/16/2014,1538
DAIRYLAND,12/16/2014,152.82
MERCURY,12/16/2014,823
MERCURY,12/16/2014,885
MERCURY,12/16/2014,570
MERCURY,12/16/2014,1896
MERCURY,12/16/2014,864
MERCURY,12/16/2014,802
MERCURY,12/16/2014,617
MERCURY,12/16/2014,770
MERCURY,12/16/2014,1000
MERCURY,12/16/2014,2359
MERCURY,12/16/2014,2290
MERCURY,12/16/2014,296
MERCURY,12/16/2014,2160
PROGRESSIVE,12/16/2014,344
PROGRESSIVE,12/16/2014,913.5
PROGRESSIVE,12/16/2014,438
PROGRESSIVE,12/16/2014,903
PROGRESSIVE,12/16/2014,446
PROGRESSIVE,12/16/2014,970
PROGRESSIVE,12/16/2014,3445.85
PROGRESSIVE,12/16/2014,776
PROGRESSIVE,12/16/2014,346
PROGRESSIVE,12/16/2014,418
PROGRESSIVE,12/16/2014,359
PROGRESSIVE,12/16/2014,1099
PROGRESSIVE,12/16/2014,472
PROGRESSIVE,12/16/2014,1319.22
PROGRESSIVE,12/16/2014,169
PROGRESSIVE,12/16/2014,251
PROGRESSIVE,12/16/2014,1115
PROGRESSIVE,12/16/2014,778
PROGRESSIVE,12/16/2014,719
PROGRESSIVE,12/16/2014,287
PROGRESSIVE,12/16/2014,766
PROGRESSIVE,12/16/2014,264
PROGRESSIVE,12/16/2014,698
PROGRESSIVE,12/16/2014,137
PROGRESSIVE,12/16/2014,530
PROGRESSIVE,12/16/2014,442.5
PROGRESSIVE,12/16/2014,469
PROGRESSIVE,12/16/2014,1306.45
PROGRESSIVE,12/16/2014,493
PROGRESSIVE,12/16/2014,508
PROGRESSIVE,12/16/2014,831
PROGRESSIVE,12/16/2014,249
PROGRESSIVE,12/16/2014,766
PROGRESSIVE,12/16/2014,858
PROGRESSIVE,12/16/2014,1678
PROGRESSIVE,12/16/2014,227
TRAVELERS,12/16/2014,1000
TRAVELERS,12/16/2014,1846
TRAVELERS,12/16/2014,989
TRAVELERS,12/16/2014,862
TRAVELERS,12/16/2014,1348
TRAVELERS,12/16/2014,849
TRAVELERS,12/16/2014,931
TRAVELERS,12/16/2014,4598
TRAVELERS,12/16/2014,744
TRAVELERS,12/16/2014,1538
TRAVELERS,12/16/2014,647
TRAVELERS,12/16/2014,125
TRAVELERS,12/16/2014,1168
TRAVELERS,12/16/2014,872
TRAVELERS,12/16/2014,356
TRAVELERS,12/16/2014,914
TRAVELERS,12/16/2014,1269
TRAVELERS,12/16/2014,1422
TRAVELERS,12/16/2014,650
TRAVELERS,12/16/2014,861
TRAVELERS,12/16/2014,593
TRAVELERS,12/16/2014,1088
TRAVELERS,12/16/2014,487
TRAVELERS,12/16/2014,2506
TRAVELERS,12/16/2014,1732
TRAVELERS,12/16/2014,489
TRAVELERS,12/16/2014,2592
TRAVELERS,12/16/2014,1038
TRAVELERS,12/16/2014,2305
TRAVELERS,12/16/2014,2450
ASI,12/16/2014,1145
FOREMOST,12/16/2014,1085
FOREMOST,12/16/2014,1840
FOREMOST,12/16/2014,530
FOREMOST,12/16/2014,941
FOREMOST,12/16/2014,667
FOREMOST,12/16/2014,1067
FOREMOST,12/16/2014,317
PLYMOUTH ROCK,12/16/2014,497
PLYMOUTH ROCK,12/16/2014,2077
PLYMOUTH ROCK,12/16/2014,1200
PLYMOUTH ROCK,12/16/2014,264
PLYMOUTH ROCK,12/16/2014,1643
PLYMOUTH ROCK,12/16/2014,1016
PLYMOUTH ROCK,12/16/2014,845
ASI,12/16/2014,392
THE GENERAL,12/16/2014,475
THE GENERAL,12/16/2014,624
THE GENERAL,12/16/2014,1180
SAFECO,12/16/2014,424
THE GENERAL,12/16/2014,3959
THE GENERAL,12/16/2014,2504
THE GENERAL,12/16/2014,2061
THE GENERAL,12/16/2014,489
MERCURY,12/16/2014,1390
MERCURY,12/16/2014,419
MERCURY,12/16/2014,881
MERCURY,12/16/2014,442
MERCURY,12/16/2014,1879
MERCURY,12/16/2014,492
MERCURY,12/16/2014,365
MERCURY,12/16/2014,845
MERCURY,12/16/2014,1153
MERCURY,12/16/2014,402
MERCURY,12/16/2014,470
MERCURY,12/16/2014,303
MERCURY,12/16/2014,352
MERCURY,12/16/2014,864
MERCURY,12/16/2014,301
MERCURY,12/16/2014,479
MERCURY,12/16/2014,782
MERCURY,12/16/2014,716
MERCURY,12/16/2014,604
MERCURY,12/16/2014,1245
MERCURY,12/16/2014,336.04
MERCURY,12/16/2014,1859
MERCURY,12/16/2014,605
MERCURY,12/16/2014,933
MERCURY,12/16/2014,329
MERCURY,12/16/2014,429
SAFECO,12/16/2014,1270.8
SAFECO,12/16/2014,881.7
SAFECO,12/16/2014,1441.4
SAFECO,12/16/2014,2325.5
SAFECO,12/16/2014,954
SAFECO,12/16/2014,1049.3
SAFECO,12/16/2014,726.3
SAFECO,12/16/2014,725.2
SAFECO,12/16/2014,940.32
SAFECO,12/16/2014,996
SAFECO,12/16/2014,1535.8
SAFECO,12/16/2014,1104.3
SAFECO,12/16/2014,1211.6
SAFECO,12/16/2014,1348.98
SAFECO,12/16/2014,502.56
SAFECO,12/16/2014,1676.1
SAFECO,12/16/2014,961.4
SAFECO,12/16/2014,515
SAFECO,12/16/2014,1408.9
SAFECO,12/16/2014,728.2
SAFECO,12/16/2014,955
SAFECO,12/16/2014,537
SAFECO,12/16/2014,1537.3
SAFECO,12/16/2014,573.8
SAFECO,12/16/2014,1274.2
SAFECO,12/16/2014,721
SAFECO,12/16/2014,549.1
SAFECO,12/16/2014,1137
SAFECO,12/16/2014,582.3
SAFECO,12/16/2014,1209.4
SAFECO,12/16/2014,880.12
SAFECO,12/16/2014,691.06
SAFECO,12/16/2014,1542.94
SAFECO,12/16/2014,625.3
SAFECO,12/16/2014,803.7
SAFECO,12/16/2014,422.1
SAFECO,12/16/2014,1493.14
SAFECO,12/16/2014,460
SAFECO,12/16/2014,955.8
SAFECO,12/16/2014,1167.1
SAFECO,12/16/2014,718.8
SAFECO,12/16/2014,679
SAFECO,12/16/2014,1906.8
SAFECO,12/16/2014,1671
SAFECO,12/16/2014,2275.9
SAFECO,12/16/2014,462
SAFECO,12/16/2014,1455.3
