carrier,date, premium 
PROGRESSIVE,12/8/2014,236
PROGRESSIVE,12/8/2014,534
PROGRESSIVE,12/8/2014,1636
PROGRESSIVE,12/8/2014,780
PROGRESSIVE,12/8/2014,940
PROGRESSIVE,12/8/2014,593.5
PROGRESSIVE,12/8/2014,1090
PROGRESSIVE,12/8/2014,960
PROGRESSIVE,12/8/2014,693
PROGRESSIVE,12/8/2014,523
PROGRESSIVE,12/8/2014,881
PROGRESSIVE,12/8/2014,380
PROGRESSIVE,12/8/2014,1116
PROGRESSIVE,12/8/2014,2924
PROGRESSIVE,12/8/2014,386
PROGRESSIVE,12/8/2014,411
PROGRESSIVE,12/8/2014,1086
PROGRESSIVE,12/8/2014,237
PROGRESSIVE,12/8/2014,467
PROGRESSIVE,12/8/2014,473
PROGRESSIVE,12/8/2014,948
PROGRESSIVE,12/8/2014,381
PROGRESSIVE,12/8/2014,733
PROGRESSIVE,12/8/2014,839
PROGRESSIVE,12/8/2014,434
PROGRESSIVE,12/8/2014,366
PROGRESSIVE,12/8/2014,949
PROGRESSIVE,12/8/2014,453
PROGRESSIVE,12/8/2014,1775
PROGRESSIVE,12/8/2014,2356
PROGRESSIVE,12/8/2014,426
PROGRESSIVE,12/8/2014,842
PROGRESSIVE,12/8/2014,861
TRAVELERS,12/8/2014,2405
TRAVELERS,12/8/2014,798
TRAVELERS,12/8/2014,1060
TRAVELERS,12/8/2014,973
TRAVELERS,12/8/2014,1904
TRAVELERS,12/8/2014,956
TRAVELERS,12/8/2014,1704
TRAVELERS,12/8/2014,903
TRAVELERS,12/8/2014,2209
TRAVELERS,12/8/2014,1155
TRAVELERS,12/8/2014,1953
TRAVELERS,12/8/2014,349
TRAVELERS,12/8/2014,1785.06
TRAVELERS,12/8/2014,1102
TRAVELERS,12/8/2014,2415
TRAVELERS,12/8/2014,1162
TRAVELERS,12/8/2014,2052
TRAVELERS,12/8/2014,2368
METLIFE,12/8/2014,731
FOREMOST,12/8/2014,724
FOREMOST,12/8/2014,1231
FOREMOST,12/8/2014,367
FOREMOST,12/8/2014,933
FOREMOST,12/8/2014,473
FOREMOST,12/8/2014,1185
FOREMOST,12/8/2014,1348
FOREMOST,12/8/2014,1329
PLYMOUTH ROCK,12/8/2014,1119
PLYMOUTH ROCK,12/8/2014,551
PLYMOUTH ROCK,12/8/2014,468
PLYMOUTH ROCK,12/8/2014,496
PLYMOUTH ROCK,12/8/2014,1447
PLYMOUTH ROCK,12/8/2014,390
PLYMOUTH ROCK,12/8/2014,1348
PLYMOUTH ROCK,12/8/2014,2405
PLYMOUTH ROCK,12/8/2014,901
PLYMOUTH ROCK,12/8/2014,1272
PLYMOUTH ROCK,12/8/2014,957
PLYMOUTH ROCK,12/8/2014,1500
PLYMOUTH ROCK,12/8/2014,744
THE GENERAL,12/8/2014,353
THE GENERAL,12/8/2014,2066
THE GENERAL,12/8/2014,599
THE GENERAL,12/8/2014,953
THE GENERAL,12/8/2014,987
SAFECO,12/8/2014,600
SAFECO,12/8/2014,206
SAFECO,12/8/2014,1212
SAFECO,12/8/2014,118
SAFECO,12/8/2014,835
THE GENERAL,12/8/2014,1405
THE GENERAL,12/8/2014,1690
THE GENERAL,12/8/2014,1680
ASI,12/8/2014,748
THE GENERAL,12/8/2014,980
THE GENERAL,12/8/2014,1369
THE GENERAL,12/8/2014,941
MERCURY,12/8/2014,744
MERCURY,12/8/2014,1136
MERCURY,12/8/2014,916
MERCURY,12/8/2014,388
MERCURY,12/8/2014,220
MERCURY,12/8/2014,438
MERCURY,12/8/2014,327
MERCURY,12/8/2014,655
MERCURY,12/8/2014,265
MERCURY,12/8/2014,698
MERCURY,12/8/2014,299
MERCURY,12/8/2014,896
MERCURY,12/8/2014,421
MERCURY,12/8/2014,712
MERCURY,12/8/2014,670
MERCURY,12/8/2014,409
MERCURY,12/8/2014,1696
MERCURY,12/8/2014,210
MERCURY,12/8/2014,1365
THE GENERAL,12/8/2014,2317
SAFECO,12/8/2014,1272.2
SAFECO,12/8/2014,1194
SAFECO,12/8/2014,1149
SAFECO,12/8/2014,1085.31
SAFECO,12/8/2014,1041
SAFECO,12/8/2014,771
SAFECO,12/8/2014,827.3
SAFECO,12/8/2014,3071
SAFECO,12/8/2014,992.5
SAFECO,12/8/2014,1907.1
SAFECO,12/8/2014,931.4
SAFECO,12/8/2014,885.4
SAFECO,12/8/2014,1326.2
SAFECO,12/8/2014,2428.8
SAFECO,12/8/2014,1604.3
SAFECO,12/8/2014,1263.8
SAFECO,12/8/2014,1406.46
SAFECO,12/8/2014,2301.3
SAFECO,12/8/2014,1634
SAFECO,12/8/2014,1114.3
SAFECO,12/8/2014,1352.5
SAFECO,12/8/2014,1048.8
SAFECO,12/8/2014,2149.6
SAFECO,12/8/2014,1412
SAFECO,12/8/2014,1201.1
SAFECO,12/8/2014,959.7
SAFECO,12/8/2014,1024.1
SAFECO,12/8/2014,1566
SAFECO,12/8/2014,908.3
SAFECO,12/8/2014,1791.28
SAFECO,12/8/2014,1724
SAFECO,12/8/2014,1415
SAFECO,12/8/2014,1067.5
SAFECO,12/8/2014,1801.3
SAFECO,12/8/2014,1222
SAFECO,12/8/2014,2354
SAFECO,12/8/2014,1251
SAFECO,12/8/2014,1002.05
SAFECO,12/8/2014,319.1
SAFECO,12/8/2014,2103.2
SAFECO,12/8/2014,858
SAFECO,12/8/2014,1949.2
SAFECO,12/8/2014,521
SAFECO,12/8/2014,698.5
SAFECO,12/8/2014,2395.2
SAFECO,12/8/2014,864.5
SAFECO,12/8/2014,619.63
SAFECO,12/8/2014,1609
SAFECO,12/8/2014,1315.2
SAFECO,12/8/2014,1968
SAFECO,12/8/2014,1647.6
SAFECO,12/8/2014,1085.5
SAFECO,12/8/2014,1066.9
SAFECO,12/8/2014,2520.4
SAFECO,12/8/2014,2186
SAFECO,12/8/2014,1826
SAFECO,12/8/2014,1032.6
SAFECO,12/8/2014,430.7
SAFECO,12/8/2014,1362.2
SAFECO,12/8/2014,524
SAFECO,12/8/2014,1523
SAFECO,12/8/2014,1982.7
SAFECO,12/8/2014,1413.8
SAFECO,12/8/2014,1638.6
SAFECO,12/8/2014,2568
HARTFORD,12/9/2014,2204
HARTFORD,12/9/2014,562
HARTFORD,12/9/2014,437
HARTFORD,12/9/2014,586.5
HARTFORD,12/9/2014,1246
HARTFORD,12/9/2014,2711
HARTFORD,12/9/2014,508
HARTFORD,12/9/2014,531
HARTFORD,12/9/2014,840
HARTFORD,12/9/2014,1060
HARTFORD,12/9/2014,899
HARTFORD,12/9/2014,951
HARTFORD,12/9/2014,382
MERCURY,12/9/2014,1630
MERCURY,12/9/2014,988.69
21ST,12/9/2014,663
21ST,12/9/2014,911.36
21ST,12/9/2014,305.59
21ST,12/9/2014,683.28
21ST,12/9/2014,336.9
21ST,12/9/2014,495
21ST,12/9/2014,191.79
21ST,12/9/2014,847.71
21ST,12/9/2014,549.2
21ST,12/9/2014,391.38
21ST,12/9/2014,673
21ST,12/9/2014,464
21ST,12/9/2014,595
21ST,12/9/2014,192
21ST,12/9/2014,448.69
21ST,12/9/2014,729
21ST,12/9/2014,949
21ST,12/9/2014,1333.07
21ST,12/9/2014,880.14
21ST,12/9/2014,367.87
21ST,12/9/2014,460.45
21ST,12/9/2014,1272.99
21ST,12/9/2014,571.58
21ST,12/9/2014,661
21ST,12/9/2014,2636.04
21ST,12/9/2014,354.99
21ST,12/9/2014,867.94
21ST,12/9/2014,395.35
21ST,12/9/2014,684
21ST,12/9/2014,336
21ST,12/9/2014,808.34
21ST,12/9/2014,363.9
21ST,12/9/2014,270.27
21ST,12/9/2014,788.78
21ST,12/9/2014,429
21ST,12/9/2014,888.57
21ST,12/9/2014,606.5
21ST,12/9/2014,512
MERCURY,12/9/2014,727
DAIRYLAND,12/9/2014,672
MERCURY,12/9/2014,913
MERCURY,12/9/2014,2338
MERCURY,12/9/2014,947
MERCURY,12/9/2014,950
MERCURY,12/9/2014,1073
MERCURY,12/9/2014,1876
DAIRYLAND,12/9/2014,228.24
ESURANCE,12/9/2014,986
ESURANCE,12/9/2014,627
PROGRESSIVE,12/9/2014,717
PROGRESSIVE,12/9/2014,699.58
PROGRESSIVE,12/9/2014,725
PROGRESSIVE,12/9/2014,405
PROGRESSIVE,12/9/2014,657
PROGRESSIVE,12/9/2014,483
PROGRESSIVE,12/9/2014,588
PROGRESSIVE,12/9/2014,293
PROGRESSIVE,12/9/2014,265
PROGRESSIVE,12/9/2014,719
PROGRESSIVE,12/9/2014,266
PROGRESSIVE,12/9/2014,795
PROGRESSIVE,12/9/2014,300
PROGRESSIVE,12/9/2014,1382
PROGRESSIVE,12/9/2014,639
PROGRESSIVE,12/9/2014,273
PROGRESSIVE,12/9/2014,430
PROGRESSIVE,12/9/2014,640
PROGRESSIVE,12/9/2014,425.33
PROGRESSIVE,12/9/2014,377
PROGRESSIVE,12/9/2014,214
PROGRESSIVE,12/9/2014,909
PROGRESSIVE,12/9/2014,710
PROGRESSIVE,12/9/2014,333
PROGRESSIVE,12/9/2014,459.5
PROGRESSIVE,12/9/2014,939
PROGRESSIVE,12/9/2014,558
PROGRESSIVE,12/9/2014,278
PROGRESSIVE,12/9/2014,252
PROGRESSIVE,12/9/2014,657
PROGRESSIVE,12/9/2014,1308
PROGRESSIVE,12/9/2014,568
PROGRESSIVE,12/9/2014,1966
TRAVELERS,12/9/2014,859
TRAVELERS,12/9/2014,479
TRAVELERS,12/9/2014,957
TRAVELERS,12/9/2014,780
TRAVELERS,12/9/2014,1991
TRAVELERS,12/9/2014,1308
TRAVELERS,12/9/2014,1346
TRAVELERS,12/9/2014,1299
TRAVELERS,12/9/2014,1034
TRAVELERS,12/9/2014,1156
TRAVELERS,12/9/2014,908
TRAVELERS,12/9/2014,720
TRAVELERS,12/9/2014,549
TRAVELERS,12/9/2014,1253
TRAVELERS,12/9/2014,886
TRAVELERS,12/9/2014,2164
TRAVELERS,12/9/2014,1937
TRAVELERS,12/9/2014,774
TRAVELERS,12/9/2014,2011
TRAVELERS,12/9/2014,2360
TRAVELERS,12/9/2014,834
TRAVELERS,12/9/2014,1334
TRAVELERS,12/9/2014,966
TRAVELERS,12/9/2014,2887
FOREMOST,12/9/2014,423
FOREMOST,12/9/2014,1813
FOREMOST,12/9/2014,1274
FOREMOST,12/9/2014,989
FOREMOST,12/9/2014,668
FOREMOST,12/9/2014,975
FOREMOST,12/9/2014,1053
FOREMOST,12/9/2014,1778
FOREMOST,12/9/2014,1895
FOREMOST,12/9/2014,1673
FOREMOST,12/9/2014,2722
FOREMOST,12/9/2014,232
FOREMOST,12/9/2014,898
FOREMOST,12/9/2014,621
FOREMOST,12/9/2014,1112
PLYMOUTH ROCK,12/9/2014,1160
PLYMOUTH ROCK,12/9/2014,736
PLYMOUTH ROCK,12/9/2014,316
PLYMOUTH ROCK,12/9/2014,525
PLYMOUTH ROCK,12/9/2014,536
PLYMOUTH ROCK,12/9/2014,671
PLYMOUTH ROCK,12/9/2014,517
THE GENERAL,12/9/2014,438
THE GENERAL,12/9/2014,732
THE GENERAL,12/9/2014,859
THE GENERAL,12/9/2014,1759
THE GENERAL,12/9/2014,1638
SAFECO,12/9/2014,915
SAFECO,12/9/2014,982
SAFECO,12/9/2014,723
SAFECO,12/9/2014,390
SAFECO,12/9/2014,754
SAFECO,12/9/2014,1198
SAFECO,12/9/2014,181.86
THE GENERAL,12/9/2014,935
THE GENERAL,12/9/2014,3871
THE GENERAL,12/9/2014,2456
THE GENERAL,12/9/2014,993
MERCURY,12/9/2014,819
MERCURY,12/9/2014,849
MERCURY,12/9/2014,491
MERCURY,12/9/2014,256
MERCURY,12/9/2014,410
MERCURY,12/9/2014,236
MERCURY,12/9/2014,1010
MERCURY,12/9/2014,425
MERCURY,12/9/2014,537
MERCURY,12/9/2014,273
MERCURY,12/9/2014,328
MERCURY,12/9/2014,291
MERCURY,12/9/2014,1753
MERCURY,12/9/2014,309
MERCURY,12/9/2014,1057
MERCURY,12/9/2014,849
MERCURY,12/9/2014,816
MERCURY,12/9/2014,345
MERCURY,12/9/2014,521
MERCURY,12/9/2014,336
SAFECO,12/9/2014,661.8
SAFECO,12/9/2014,911.4
SAFECO,12/9/2014,764.7
SAFECO,12/9/2014,977
SAFECO,12/9/2014,2243.5
SAFECO,12/9/2014,921
SAFECO,12/9/2014,1112.4
SAFECO,12/9/2014,1686.1
SAFECO,12/9/2014,717
SAFECO,12/9/2014,1325.2
SAFECO,12/9/2014,1680
SAFECO,12/9/2014,677
SAFECO,12/9/2014,2614.3
SAFECO,12/9/2014,1583.1
SAFECO,12/9/2014,1588.2
SAFECO,12/9/2014,2412.1
SAFECO,12/9/2014,511.3
SAFECO,12/9/2014,1833.2
SAFECO,12/9/2014,979.8
SAFECO,12/9/2014,337.9
SAFECO,12/9/2014,2837.7
SAFECO,12/9/2014,1315.4
SAFECO,12/9/2014,1858
SAFECO,12/9/2014,1560.9
SAFECO,12/9/2014,1863.1
SAFECO,12/9/2014,1154
SAFECO,12/9/2014,787.8
SAFECO,12/9/2014,1105.9
SAFECO,12/9/2014,1336
SAFECO,12/9/2014,1615.92
SAFECO,12/9/2014,1235
SAFECO,12/9/2014,1891.6
SAFECO,12/9/2014,624.8
SAFECO,12/9/2014,724.6
SAFECO,12/9/2014,1569.4
SAFECO,12/9/2014,1720.8
SAFECO,12/9/2014,978.1
SAFECO,12/9/2014,1055.2
SAFECO,12/9/2014,1738
SAFECO,12/9/2014,1107.1
SAFECO,12/9/2014,1460.9
SAFECO,12/9/2014,524
SAFECO,12/9/2014,992
SAFECO,12/9/2014,1321
SAFECO,12/9/2014,1316.5
SAFECO,12/9/2014,1089.73
SAFECO,12/9/2014,777.3
SAFECO,12/9/2014,1449.32
SAFECO,12/9/2014,1296.7
SAFECO,12/9/2014,957.8
SAFECO,12/9/2014,1689
SAFECO,12/9/2014,1863.2
SAFECO,12/9/2014,1675
SAFECO,12/9/2014,1528.6
SAFECO,12/9/2014,4333
SAFECO,12/9/2014,1176.1
SAFECO,12/9/2014,2331
SAFECO,12/9/2014,1569.9
SAFECO,12/9/2014,1907
SAFECO,12/9/2014,1376
SAFECO,12/9/2014,866.5
HARTFORD,12/10/2014,488
HARTFORD,12/10/2014,1055
HARTFORD,12/10/2014,1133
HARTFORD,12/10/2014,460
HARTFORD,12/10/2014,1013
HARTFORD,12/10/2014,1017.45
HARTFORD,12/10/2014,414
HARTFORD,12/10/2014,981
HARTFORD,12/10/2014,1301
HARTFORD,12/10/2014,2307
HARTFORD,12/10/2014,1092
HARTFORD,12/10/2014,929
HARTFORD,12/10/2014,752
HARTFORD,12/10/2014,7434
HARTFORD,12/10/2014,1009
HARTFORD,12/10/2014,770
HARTFORD,12/10/2014,591
HARTFORD,12/10/2014,1772
HARTFORD,12/10/2014,217.5
HARTFORD,12/10/2014,975
HARTFORD,12/10/2014,560
HARTFORD,12/10/2014,461
HARTFORD,12/10/2014,513
HARTFORD,12/10/2014,584
HARTFORD,12/10/2014,108
MERCURY,12/10/2014,966
MERCURY,12/10/2014,1800
21ST,12/10/2014,437.52
21ST,12/10/2014,785
21ST,12/10/2014,481.45
21ST,12/10/2014,419.81
21ST,12/10/2014,610.82
21ST,12/10/2014,275
21ST,12/10/2014,593.95
21ST,12/10/2014,1759
21ST,12/10/2014,414.22
21ST,12/10/2014,577.51
21ST,12/10/2014,211
21ST,12/10/2014,728.18
21ST,12/10/2014,743.26
21ST,12/10/2014,441.84
21ST,12/10/2014,887.66
21ST,12/10/2014,830.63
21ST,12/10/2014,1082.61
21ST,12/10/2014,880
21ST,12/10/2014,579.4
21ST,12/10/2014,441
21ST,12/10/2014,330.69
21ST,12/10/2014,703.63
21ST,12/10/2014,482
21ST,12/10/2014,948.95
21ST,12/10/2014,672
21ST,12/10/2014,622.45
21ST,12/10/2014,1050.3
21ST,12/10/2014,694.4
21ST,12/10/2014,821.37
21ST,12/10/2014,550.72
21ST,12/10/2014,291
21ST,12/10/2014,1092
21ST,12/10/2014,1246
21ST,12/10/2014,713.32
21ST,12/10/2014,509
21ST,12/10/2014,821
21ST,12/10/2014,812.7
MERCURY,12/10/2014,2600
MERCURY,12/10/2014,606
MERCURY,12/10/2014,846
MERCURY,12/10/2014,1759
MERCURY,12/10/2014,2220
MERCURY,12/10/2014,2167
MERCURY,12/10/2014,916
MERCURY,12/10/2014,2069
MERCURY,12/10/2014,1287
MERCURY,12/10/2014,1093
DAIRYLAND,12/10/2014,1674
DAIRYLAND,12/10/2014,356.61
DAIRYLAND,12/10/2014,388
MERCURY,12/10/2014,500
MERCURY,12/10/2014,1322
MERCURY,12/10/2014,1334
MERCURY,12/10/2014,1269
MERCURY,12/10/2014,991
ESURANCE,12/10/2014,590
ESURANCE,12/10/2014,3045
PROGRESSIVE,12/10/2014,706.07
PROGRESSIVE,12/10/2014,283
PROGRESSIVE,12/10/2014,294
PROGRESSIVE,12/10/2014,439
PROGRESSIVE,12/10/2014,224
PROGRESSIVE,12/10/2014,304
PROGRESSIVE,12/10/2014,786
PROGRESSIVE,12/10/2014,131
PROGRESSIVE,12/10/2014,1177
PROGRESSIVE,12/10/2014,609
PROGRESSIVE,12/10/2014,654
PROGRESSIVE,12/10/2014,1136
PROGRESSIVE,12/10/2014,274
PROGRESSIVE,12/10/2014,423
PROGRESSIVE,12/10/2014,323
PROGRESSIVE,12/10/2014,1040
PROGRESSIVE,12/10/2014,361
PROGRESSIVE,12/10/2014,411
PROGRESSIVE,12/10/2014,987
PROGRESSIVE,12/10/2014,1475
PROGRESSIVE,12/10/2014,165
PROGRESSIVE,12/10/2014,704
PROGRESSIVE,12/10/2014,859
PROGRESSIVE,12/10/2014,317
PROGRESSIVE,12/10/2014,457
PROGRESSIVE,12/10/2014,399
PROGRESSIVE,12/10/2014,635
PROGRESSIVE,12/10/2014,799
PROGRESSIVE,12/10/2014,1481
PROGRESSIVE,12/10/2014,1678
PROGRESSIVE,12/10/2014,454
PROGRESSIVE,12/10/2014,1004
PROGRESSIVE,12/10/2014,1463
PROGRESSIVE,12/10/2014,772
PROGRESSIVE,12/10/2014,730.5
TRAVELERS,12/10/2014,527
TRAVELERS,12/10/2014,1262
TRAVELERS,12/10/2014,608
TRAVELERS,12/10/2014,996
TRAVELERS,12/10/2014,588
TRAVELERS,12/10/2014,785
TRAVELERS,12/10/2014,1456
TRAVELERS,12/10/2014,1133
TRAVELERS,12/10/2014,1513
TRAVELERS,12/10/2014,1970
TRAVELERS,12/10/2014,683
TRAVELERS,12/10/2014,1477
TRAVELERS,12/10/2014,1005
TRAVELERS,12/10/2014,652
TRAVELERS,12/10/2014,1685
TRAVELERS,12/10/2014,951
TRAVELERS,12/10/2014,1689
TRAVELERS,12/10/2014,3824
TRAVELERS,12/10/2014,593
TRAVELERS,12/10/2014,2414
TRAVELERS,12/10/2014,687
TRAVELERS,12/10/2014,1526
TRAVELERS,12/10/2014,1020
TRAVELERS,12/10/2014,681
TRAVELERS,12/10/2014,1725
TRAVELERS,12/10/2014,718
TRAVELERS,12/10/2014,1607
TRAVELERS,12/10/2014,1545
TRAVELERS,12/10/2014,1442
FOREMOST,12/10/2014,563
FOREMOST,12/10/2014,1114
FOREMOST,12/10/2014,632
FOREMOST,12/10/2014,519
FOREMOST,12/10/2014,366
FOREMOST,12/10/2014,1437
FOREMOST,12/10/2014,864
FOREMOST,12/10/2014,412
FOREMOST,12/10/2014,912
FOREMOST,12/10/2014,800
FOREMOST,12/10/2014,714
FOREMOST,12/10/2014,775
FOREMOST,12/10/2014,3178
FOREMOST,12/10/2014,903
FOREMOST,12/10/2014,1729
PLYMOUTH ROCK,12/10/2014,2034
PLYMOUTH ROCK,12/10/2014,628
PLYMOUTH ROCK,12/10/2014,786
PLYMOUTH ROCK,12/10/2014,534
PLYMOUTH ROCK,12/10/2014,926
PLYMOUTH ROCK,12/10/2014,463
PLYMOUTH ROCK,12/10/2014,361
THE GENERAL,12/10/2014,600
THE GENERAL,12/10/2014,521
THE GENERAL,12/10/2014,831
THE GENERAL,12/10/2014,494
SAFECO,12/10/2014,191
SAFECO,12/10/2014,367
SAFECO,12/10/2014,996
THE GENERAL,12/10/2014,663
THE GENERAL,12/10/2014,1396
THE GENERAL,12/10/2014,855
THE GENERAL,12/10/2014,2110
MERCURY,12/10/2014,855
MERCURY,12/10/2014,448
MERCURY,12/10/2014,1615
MERCURY,12/10/2014,292
MERCURY,12/10/2014,400
MERCURY,12/10/2014,586
MERCURY,12/10/2014,451
MERCURY,12/10/2014,1311
MERCURY,12/10/2014,370
MERCURY,12/10/2014,491
MERCURY,12/10/2014,739
MERCURY,12/10/2014,237
MERCURY,12/10/2014,224
MERCURY,12/10/2014,383
MERCURY,12/10/2014,964
MERCURY,12/10/2014,452
MERCURY,12/10/2014,625
MERCURY,12/10/2014,1471
MERCURY,12/10/2014,731
MERCURY,12/10/2014,373
MERCURY,12/10/2014,522
MERCURY,12/10/2014,1086
MERCURY,12/10/2014,1031
MERCURY,12/10/2014,245
MERCURY,12/10/2014,362
ASI,12/10/2014,403
SAFECO,12/10/2014,1746
SAFECO,12/10/2014,1162.4
SAFECO,12/10/2014,789.7
SAFECO,12/10/2014,862
SAFECO,12/10/2014,843
SAFECO,12/10/2014,676.2
SAFECO,12/10/2014,711
SAFECO,12/10/2014,268.01
SAFECO,12/10/2014,1353.1
SAFECO,12/10/2014,596
SAFECO,12/10/2014,689.2
SAFECO,12/10/2014,1247.16
SAFECO,12/10/2014,378.38
SAFECO,12/10/2014,1444.4
SAFECO,12/10/2014,1375.4
SAFECO,12/10/2014,717.2
SAFECO,12/10/2014,1718
SAFECO,12/10/2014,1646.6
SAFECO,12/10/2014,831
SAFECO,12/10/2014,3148.9
SAFECO,12/10/2014,551.3
SAFECO,12/10/2014,1202
SAFECO,12/10/2014,1375.4
SAFECO,12/10/2014,1195.2
SAFECO,12/10/2014,968
SAFECO,12/10/2014,2230.1
SAFECO,12/10/2014,1330.3
SAFECO,12/10/2014,961
SAFECO,12/10/2014,1725.4
SAFECO,12/10/2014,1165
SAFECO,12/10/2014,745.3
SAFECO,12/10/2014,302
SAFECO,12/10/2014,951.9
SAFECO,12/10/2014,1152.6
SAFECO,12/10/2014,897
SAFECO,12/10/2014,1560
SAFECO,12/10/2014,688
SAFECO,12/10/2014,563.7
SAFECO,12/10/2014,3118.1
SAFECO,12/10/2014,1313.9
SAFECO,12/10/2014,1783.1
SAFECO,12/10/2014,2803
SAFECO,12/10/2014,1384
SAFECO,12/10/2014,1055.1
SAFECO,12/10/2014,488
SAFECO,12/10/2014,1225.4
SAFECO,12/10/2014,1535.1
SAFECO,12/10/2014,2319
SAFECO,12/10/2014,1464
SAFECO,12/10/2014,868.9
SAFECO,12/10/2014,1454
SAFECO,12/10/2014,1277.5
SAFECO,12/10/2014,1899
SAFECO,12/10/2014,482.7
SAFECO,12/10/2014,4326.5
SAFECO,12/10/2014,79.99
SAFECO,12/10/2014,2070
SAFECO,12/10/2014,2536.8
SAFECO,12/10/2014,937.7
SAFECO,12/10/2014,671.7
SAFECO,12/10/2014,1702.5
SAFECO,12/10/2014,588.9
HARTFORD,12/11/2014,640.45
DAIRYLAND,12/11/2014,371
HARTFORD,12/11/2014,675
HARTFORD,12/11/2014,1192
HARTFORD,12/11/2014,489
HARTFORD,12/11/2014,640
HARTFORD,12/11/2014,1261
HARTFORD,12/11/2014,482
HARTFORD,12/11/2014,1848
HARTFORD,12/11/2014,481
HARTFORD,12/11/2014,267
HARTFORD,12/11/2014,374
HARTFORD,12/11/2014,289
HARTFORD,12/11/2014,1204
HARTFORD,12/11/2014,494
HARTFORD,12/11/2014,400
HARTFORD,12/11/2014,1133
HARTFORD,12/11/2014,470
HARTFORD,12/11/2014,263
HARTFORD,12/11/2014,754
HARTFORD,12/11/2014,1148
HARTFORD,12/11/2014,1632
HARTFORD,12/11/2014,519
HARTFORD,12/11/2014,1003
HARTFORD,12/11/2014,517
MERCURY,12/11/2014,1965
MERCURY,12/11/2014,1094
21ST,12/11/2014,97.5
21ST,12/11/2014,320.35
21ST,12/11/2014,549.91
21ST,12/11/2014,600.3
21ST,12/11/2014,890
21ST,12/11/2014,339.3
21ST,12/11/2014,319
21ST,12/11/2014,1183.67
21ST,12/11/2014,386.77
21ST,12/11/2014,519
21ST,12/11/2014,285
21ST,12/11/2014,1634.94
21ST,12/11/2014,467.85
21ST,12/11/2014,419.03
21ST,12/11/2014,1059.65
21ST,12/11/2014,641.33
21ST,12/11/2014,1007.57
21ST,12/11/2014,719
21ST,12/11/2014,242
21ST,12/11/2014,679.45
21ST,12/11/2014,308.05
21ST,12/11/2014,535.66
MERCURY,12/11/2014,881
MERCURY,12/11/2014,1278
MERCURY,12/11/2014,954
MERCURY,12/11/2014,886
MERCURY,12/11/2014,420
MERCURY,12/11/2014,3498
DAIRYLAND,12/11/2014,438
DAIRYLAND,12/11/2014,540
MERCURY,12/11/2014,464
MERCURY,12/11/2014,674
MERCURY,12/11/2014,1620
MERCURY,12/11/2014,993
MERCURY,12/11/2014,2624
MERCURY,12/11/2014,1390.9
DAIRYLAND,12/11/2014,260
ESURANCE,12/11/2014,750
PROGRESSIVE,12/11/2014,750
PROGRESSIVE,12/11/2014,486
PROGRESSIVE,12/11/2014,1231
PROGRESSIVE,12/11/2014,1162.03
PROGRESSIVE,12/11/2014,1434
PROGRESSIVE,12/11/2014,445
PROGRESSIVE,12/11/2014,421
PROGRESSIVE,12/11/2014,1588
PROGRESSIVE,12/11/2014,1165
PROGRESSIVE,12/11/2014,636
PROGRESSIVE,12/11/2014,546
PROGRESSIVE,12/11/2014,1095
PROGRESSIVE,12/11/2014,1315
PROGRESSIVE,12/11/2014,1077
PROGRESSIVE,12/11/2014,1179
PROGRESSIVE,12/11/2014,1008
PROGRESSIVE,12/11/2014,917
PROGRESSIVE,12/11/2014,646
PROGRESSIVE,12/11/2014,244
PROGRESSIVE,12/11/2014,298.5
PROGRESSIVE,12/11/2014,672
PROGRESSIVE,12/11/2014,520.5
PROGRESSIVE,12/11/2014,1075.02
PROGRESSIVE,12/11/2014,994
PROGRESSIVE,12/11/2014,478
PROGRESSIVE,12/11/2014,512
PROGRESSIVE,12/11/2014,281
PROGRESSIVE,12/11/2014,150
PROGRESSIVE,12/11/2014,2422
PROGRESSIVE,12/11/2014,615
PROGRESSIVE,12/11/2014,641
PROGRESSIVE,12/11/2014,558
PROGRESSIVE,12/11/2014,302
PROGRESSIVE,12/11/2014,1219
PROGRESSIVE,12/11/2014,549
PROGRESSIVE,12/11/2014,524
PROGRESSIVE,12/11/2014,333
PROGRESSIVE,12/11/2014,339
PROGRESSIVE,12/11/2014,299
PROGRESSIVE,12/11/2014,1776
PROGRESSIVE,12/11/2014,753
PROGRESSIVE,12/11/2014,278
PROGRESSIVE,12/11/2014,281
PROGRESSIVE,12/11/2014,443
PROGRESSIVE,12/11/2014,687
PROGRESSIVE,12/11/2014,983
PROGRESSIVE,12/11/2014,542
TRAVELERS,12/11/2014,1379
TRAVELERS,12/11/2014,1491
TRAVELERS,12/11/2014,1709
TRAVELERS,12/11/2014,1765
TRAVELERS,12/11/2014,736
TRAVELERS,12/11/2014,773
TRAVELERS,12/11/2014,3073
TRAVELERS,12/11/2014,2174
TRAVELERS,12/11/2014,2036
TRAVELERS,12/11/2014,131
TRAVELERS,12/11/2014,911
TRAVELERS,12/11/2014,1897
TRAVELERS,12/11/2014,2328
TRAVELERS,12/11/2014,933
TRAVELERS,12/11/2014,1040
TRAVELERS,12/11/2014,2321
TRAVELERS,12/11/2014,1242
TRAVELERS,12/11/2014,1094
TRAVELERS,12/11/2014,1139
TRAVELERS,12/11/2014,1072
TRAVELERS,12/11/2014,1602
TRAVELERS,12/11/2014,1172
