carrier_sold,future_pay_date, pre_tax_premium ,Term,state,1st_yr_value,Comm
MERCURY,10/31/2014,1765,6,NY,485.472075,Var
MERCURY,10/31/2014,3660,6,NY,1006.7013,Var
MERCURY,10/31/2014,623,6,,171.359265,Var
MERCURY,10/31/2014,392,6,NY,107.82156,Var
MERCURY,10/31/2014,1486,6,NY,408.73173,Var
MERCURY,10/31/2014,1168,6,,321.26424,Var
MERCURY,10/31/2014,2011.95,6,NY,553.3969073,Var
DAIRYLAND,10/31/2014,210,6,,17.6507436,Var
MERCURY,10/31/2014,1144,12,VA,197.3495333,Var
MERCURY,10/31/2014,1757,12,VA,303.0971417,Var
MERCURY,10/31/2014,1288,12,VA,222.1907333,Var
MERCURY,10/31/2014,1340,12,VA,231.1611667,Var
MERCURY,10/31/2014,553,12,VA,95.39710833,Var
MERCURY,10/31/2014,1126,12,VA,194.2443833,Var
MERCURY,10/31/2014,1273,12,VA,219.6031083,Var
MERCURY,10/31/2014,381,12,,65.725675,Var
MERCURY,10/31/2014,1244,12,,214.6003667,Var
MERCURY,10/31/2014,1415,12,VA,244.0992917,Var
MERCURY,10/31/2014,1830,12,,315.69025,Var
MERCURY,10/31/2014,705,12,,121.618375,Var
MERCURY,10/31/2014,590,12,VA,101.7799167,Var
MERCURY,10/31/2014,730,12,VA,125.9310833,Var
MERCURY,10/31/2014,1005,12,VA,173.370875,Var
MERCURY,10/31/2014,1596,6,VA,438.98778,Var
MERCURY,10/31/2014,554,6,WA,152.38047,Var
DAIRYLAND,10/31/2014,300,6,WI,25.215348,Var
ESURANCE,10/31/2014,838,6,MN,325,Fixed
ESURANCE,10/31/2014,769,6,MO,475,Fixed
ESURANCE,10/31/2014,951,6,TX,475,Fixed
PROGRESSIVE,10/31/2014,1004.39,6,KY,85.473589,Var
PROGRESSIVE,10/31/2014,193.13,6,NC,16.435363,Var
PROGRESSIVE,10/31/2014,500.74,6,CA,42.612974,Var
PROGRESSIVE,10/31/2014,832,6,KS,333.509929,Var
PROGRESSIVE,10/31/2014,1125,6,OK,200.925,Var
PROGRESSIVE,10/31/2014,373,6,OK,96.820356,Var
PROGRESSIVE,10/31/2014,1828,6,AR,732.7597958,Var
PROGRESSIVE,10/31/2014,275,6,OK,49.115,Var
SAFECO,10/31/2014,870,6,AL,328.9731244,Var
PROGRESSIVE,10/31/2014,483,6,PA,125.373276,Var
PROGRESSIVE,10/31/2014,282,6,TN,23.9982,Var
PROGRESSIVE,10/31/2014,722,6,PA,128.9492,Var
PROGRESSIVE,10/31/2014,1198,6,PA,385.6560509,Var
PROGRESSIVE,10/31/2014,1062,6,PA,275.665464,Var
PROGRESSIVE,10/31/2014,345,6,PA,61.617,Var
PROGRESSIVE,10/31/2014,311,6,IN,55.5446,Var
PROGRESSIVE,10/31/2014,381,6,AR,98.896932,Var
PROGRESSIVE,10/31/2014,909,6,OK,364.3756315,Var
PROGRESSIVE,10/31/2014,849,6,PA,151.6314,Var
PROGRESSIVE,10/31/2014,380,6,OK,152.3242464,Var
PROGRESSIVE,10/31/2014,346,6,IN,111.3831332,Var
PROGRESSIVE,10/31/2014,764,6,AZ,136.4504,Var
PROGRESSIVE,10/31/2014,671,6,CT,174.172812,Var
PROGRESSIVE,10/31/2014,594,6,SC,191.2184426,Var
PROGRESSIVE,10/31/2014,259,6,TN,46.2574,Var
PROGRESSIVE,10/31/2014,433,6,OH,36.8483,Var
PROGRESSIVE,10/31/2014,522,6,KS,135.496584,Var
PROGRESSIVE,10/31/2014,352,6,AL,62.8672,Var
PROGRESSIVE,10/31/2014,1888,6,KS,160.6688,Var
PROGRESSIVE,10/31/2014,723,6,PA,289.8169214,Var
PROGRESSIVE,10/31/2014,516,6,MO,206.8402925,Var
PROGRESSIVE,10/31/2014,985,6,OH,175.921,Var
PROGRESSIVE,10/31/2014,988,6,MO,176.4568,Var
PROGRESSIVE,10/31/2014,773,6,AL,248.8415086,Var
PROGRESSIVE,10/31/2014,286,6,MS,92.06813902,Var
PROGRESSIVE,10/31/2014,1045,6,,88.9295,Var
PROGRESSIVE,10/31/2014,966,6,TN,387.2242685,Var
PROGRESSIVE,10/31/2014,323,6,,83.841756,Var
PROGRESSIVE,10/31/2014,434,6,AR,139.7117914,Var
PROGRESSIVE,10/31/2014,1209,6,SC,215.9274,Var
PROGRESSIVE,10/31/2014,1049,6,AR,272.291028,Var
PROGRESSIVE,10/31/2014,522,6,AR,44.4222,Var
PROGRESSIVE,10/31/2014,992,6,MN,177.1712,Var
PROGRESSIVE,10/31/2014,1103,6,SC,196.9958,Var
PROGRESSIVE,10/31/2014,611,6,SC,51.9961,Var
PROGRESSIVE,10/31/2014,339,6,OH,109.1297172,Var
PROGRESSIVE,10/31/2014,515,6,OK,206.4394392,Var
PROGRESSIVE,10/31/2014,789,6,OK,140.9154,Var
PROGRESSIVE,10/31/2014,765,6,OK,65.1015,Var
PROGRESSIVE,10/31/2014,1095,6,SC,195.567,Var
PROGRESSIVE,10/31/2014,1156,6,AR,372.1355549,Var
PROGRESSIVE,10/31/2014,1564,6,OR,133.0964,Var
PROGRESSIVE,10/31/2014,509,6,OR,132.122148,Var
PROGRESSIVE,10/31/2014,1142,6,WA,296.431224,Var
PROGRESSIVE,10/31/2014,669.5,6,,119.5727,Var
PROGRESSIVE,10/31/2014,374,6,OR,149.9191267,Var
PROGRESSIVE,10/31/2014,1234,6,OK,320.311848,Var
PROGRESSIVE,10/31/2014,761,6,AL,64.7611,Var
PROGRESSIVE,10/31/2014,378,6,OH,67.5108,Var
PROGRESSIVE,10/31/2014,647,6,OH,115.5542,Var
PROGRESSIVE,10/31/2014,999,6,OK,321.5946534,Var
PROGRESSIVE,10/31/2014,1473,6,PA,382.349556,Var
PROGRESSIVE,10/31/2014,448,6,OH,144.2186234,Var
PROGRESSIVE,10/31/2014,458,6,AL,38.9758,Var
PROGRESSIVE,10/31/2014,472,6,PA,84.2992,Var
PROGRESSIVE,10/31/2014,807,6,,209.474604,Var
PROGRESSIVE,10/31/2014,336,6,,108.1639675,Var
PROGRESSIVE,10/31/2014,542,6,PA,174.4787809,Var
PROGRESSIVE,10/31/2014,615,6,IN,109.839,Var
PROGRESSIVE,10/31/2014,434,6,OK,173.9703235,Var
PROGRESSIVE,10/31/2014,540,6,,96.444,Var
PROGRESSIVE,10/31/2014,1411.72,6,WV,454.4560602,Var
PROGRESSIVE,10/31/2014,400,6,,71.44,Var
PROGRESSIVE,10/31/2014,918,6,OK,163.9548,Var
PROGRESSIVE,10/31/2014,777,6,NM,66.1227,Var
PROGRESSIVE,10/31/2014,394,6,PA,70.3684,Var
PROGRESSIVE,10/31/2014,664,6,OK,266.1665779,Var
PROGRESSIVE,10/31/2014,947,6,PA,80.5897,Var
PROGRESSIVE,10/31/2014,929,6,TN,165.9194,Var
PROGRESSIVE,10/31/2014,549,6,,98.0514,Var
PROGRESSIVE,10/31/2014,425,6,IN,136.8145423,Var
PROGRESSIVE,10/31/2014,1141,6,PA,203.7826,Var
PROGRESSIVE,10/31/2014,1056,6,PA,274.108032,Var
PROGRESSIVE,10/31/2014,557,6,,99.4802,Var
PROGRESSIVE,10/31/2014,783,6,TN,203.244876,Var
PROGRESSIVE,10/31/2014,917,6,OK,78.0367,Var
PROGRESSIVE,10/31/2014,774,6,OH,249.1634252,Var
PROGRESSIVE,10/31/2014,1071,6,OK,429.3138629,Var
PROGRESSIVE,10/31/2014,1313,6,MN,340.818036,Var
PROGRESSIVE,10/31/2014,1029,6,SC,183.7794,Var
PROGRESSIVE,10/31/2014,1365,6,OR,243.789,Var
TRAVELERS,10/31/2014,213,12,OH,22.36162746,Var
TRAVELERS,10/31/2014,1531,12,OH,334.01827,Var
TRAVELERS,10/31/2014,713,12,PA,155.55521,Var
TRAVELERS,10/31/2014,538,12,TX,117.37546,Var
TRAVELERS,10/31/2014,1525,12,OK,332.70925,Var
TRAVELERS,10/31/2014,1383,12,OK,301.72911,Var
TRAVELERS,10/31/2014,1147,12,CO,250.24099,Var
TRAVELERS,10/31/2014,197.25,12,,43.0340325,Var
TRAVELERS,10/31/2014,1393,12,CO,303.91081,Var
TRAVELERS,10/31/2014,1353,12,CO,295.18401,Var
TRAVELERS,10/31/2014,1707,12,SC,372.41619,Var
TRAVELERS,10/31/2014,1057,12,TX,230.60569,Var
TRAVELERS,10/31/2014,1654,12,OK,360.85318,Var
TRAVELERS,10/31/2014,2320,12,VA,506.1544,Var
TRAVELERS,10/31/2014,942,12,TX,205.51614,Var
TRAVELERS,10/31/2014,900,12,SC,196.353,Var
TRAVELERS,10/31/2014,1289,12,MO,281.22113,Var
TRAVELERS,10/31/2014,1118,12,SC,243.91406,Var
TRAVELERS,10/31/2014,1444,12,CT,315.03748,Var
TRAVELERS,10/31/2014,1807,12,OR,394.23319,Var
TRAVELERS,10/31/2014,521,6,AL,182.9059674,Var
TRAVELERS,10/31/2014,1241,12,CO,270.74897,Var
TRAVELERS,10/31/2014,1381,12,CO,355.362091,Var
TRAVELERS,10/31/2014,731,12,OH,188.1025985,Var
TRAVELERS,10/31/2014,932,12,TX,203.33444,Var
TRAVELERS,10/31/2014,908,12,TX,198.09836,Var
TRAVELERS,10/31/2014,2003,12,TX,436.99451,Var
TRAVELERS,10/31/2014,1067,12,VA,232.78739,Var
THE GENERAL,10/31/2014,2097,12,CA,171.82818,Var
FOREMOST,10/31/2014,352,6,GA,35.963136,Var
FOREMOST,10/31/2014,1102,6,,112.589136,Var
FOREMOST,10/31/2014,558,6,GA,57.009744,Var
FOREMOST,10/31/2014,1066,6,GA,108.911088,Var
FOREMOST,10/31/2014,471,6,NY,48.121128,Var
FOREMOST,10/31/2014,486,6,GA,49.653648,Var
FOREMOST,10/31/2014,634,6,GA,64.774512,Var
FOREMOST,10/31/2014,1083,6,NY,110.647944,Var
FOREMOST,10/31/2014,1342,6,,137.109456,Var
FOREMOST,10/31/2014,741,6,CO,75.706488,Var
FOREMOST,10/31/2014,1153,6,CT,117.799704,Var
FOREMOST,10/31/2014,2750,6,NJ,280.962,Var
FOREMOST,10/31/2014,1208,6,CT,123.418944,Var
FOREMOST,10/31/2014,710,6,NY,72.53928,Var
FOREMOST,10/31/2014,712,6,GA,72.743616,Var
FOREMOST,10/31/2014,695,6,NY,71.00676,Var
FOREMOST,10/31/2014,496,6,GA,50.675328,Var
PLYMOUTH ROCK,10/31/2014,512,6,NJ,225.60768,Var
PLYMOUTH ROCK,10/31/2014,1613,6,NJ,710.75232,Var
PLYMOUTH ROCK,10/31/2014,988,6,NJ,435.35232,Var
PLYMOUTH ROCK,10/31/2014,1116,6,NJ,491.75424,Var
PLYMOUTH ROCK,10/31/2014,1877,6,NJ,827.08128,Var
PLYMOUTH ROCK,10/31/2014,668,6,NJ,294.34752,Var
PLYMOUTH ROCK,10/31/2014,648,6,NJ,285.53472,Var
PLYMOUTH ROCK,10/31/2014,443,6,,195.20352,Var
PLYMOUTH ROCK,10/31/2014,1886,6,NJ,831.04704,Var
PLYMOUTH ROCK,10/31/2014,1361,6,NJ,599.71104,Var
PLYMOUTH ROCK,10/31/2014,1688,6,NJ,743.80032,Var
PLYMOUTH ROCK,10/31/2014,1369,6,NJ,603.23616,Var
PLYMOUTH ROCK,10/31/2014,2565,6,NJ,1130.2416,Var
PLYMOUTH ROCK,10/31/2014,1011,6,NJ,445.48704,Var
PLYMOUTH ROCK,10/31/2014,688,6,NJ,303.16032,Var
PLYMOUTH ROCK,10/31/2014,1154,6,NJ,508.49856,Var
THE GENERAL,10/31/2014,227,6,IN,23.61591776,Var
THE GENERAL,10/31/2014,647,12,OH,53.01518,Var
THE GENERAL,10/31/2014,720,12,OH,58.9968,Var
THE GENERAL,10/31/2014,821,12,OH,67.27274,Var
SAFECO,10/31/2014,63.36,12,TN,18.77663564,Var
SAFECO,10/31/2014,265,12,TX,43.71840647,Var
SAFECO,10/31/2014,497,12,CA,63.35794447,Var
SAFECO,10/31/2014,563,12,OR,166.8441582,Var
SAFECO,10/31/2014,966,12,GA,216.1105475,Var
SAFECO,10/31/2014,539,12,AL,159.7317962,Var
SAFECO,10/31/2014,120,12,WA,19.79701425,Var
METLIFE,10/31/2014,179,12,TX,20.13446336,Var
THE GENERAL,10/31/2014,1489,12,SC,122.00866,Var
THE GENERAL,10/31/2014,1263,12,SC,103.49022,Var
THE GENERAL,10/31/2014,687,12,TX,56.29278,Var
THE GENERAL,10/31/2014,368,6,,38.28483584,Var
THE GENERAL,10/31/2014,1194,12,TX,97.83636,Var
MERCURY,10/31/2014,392,6,TX,107.82156,Var
MERCURY,10/31/2014,687,6,TX,188.962785,Var
MERCURY,10/31/2014,853,6,TX,234.621915,Var
MERCURY,10/31/2014,334,6,TX,91.86837,Var
MERCURY,10/31/2014,661,6,TX,181.811355,Var
MERCURY,10/31/2014,424,6,TX,116.62332,Var
MERCURY,10/31/2014,444,6,TX,122.12442,Var
MERCURY,10/31/2014,1105,6,TX,303.935775,Var
MERCURY,10/31/2014,304,6,,83.61672,Var
MERCURY,10/31/2014,900,6,TX,247.5495,Var
MERCURY,10/31/2014,302,6,,83.06661,Var
MERCURY,10/31/2014,504,6,TX,138.62772,Var
MERCURY,10/31/2014,835,6,TX,229.670925,Var
MERCURY,10/31/2014,387,6,TX,106.446285,Var
MERCURY,10/31/2014,1441,6,TX,396.354255,Var
MERCURY,10/31/2014,279,6,,76.740345,Var
MERCURY,10/31/2014,539,6,TX,148.254645,Var
MERCURY,10/31/2014,557,6,TX,153.205635,Var
MERCURY,10/31/2014,470,6,TX,129.27585,Var
MERCURY,10/31/2014,903,6,TX,248.374665,Var
MERCURY,10/31/2014,374,6,TX,102.87057,Var
MERCURY,10/31/2014,660,6,TX,181.5363,Var
MERCURY,10/31/2014,957,6,TX,263.227635,Var
MERCURY,10/31/2014,265,6,TX,72.889575,Var
MERCURY,10/31/2014,549,6,TX,151.005195,Var
MERCURY,10/31/2014,489,6,TX,134.501895,Var
MERCURY,10/31/2014,753,6,,207.116415,Var
MERCURY,10/31/2014,1160,6,TX,319.0638,Var
MERCURY,10/31/2014,408,6,TX,112.22244,Var
MERCURY,10/31/2014,665,6,TX,182.911575,Var
MERCURY,10/31/2014,355,6,TX,97.644525,Var
MERCURY,10/31/2014,350,6,TX,96.26925,Var
MERCURY,10/31/2014,1008,6,TX,277.25544,Var
MERCURY,10/31/2014,644,6,TX,177.13542,Var
MERCURY,10/31/2014,264,6,TX,72.61452,Var
MERCURY,10/31/2014,772,6,TX,212.34246,Var
MERCURY,10/31/2014,849,6,,233.521695,Var
MERCURY,10/31/2014,367,6,TX,100.945185,Var
MERCURY,10/31/2014,1501,6,TX,412.857555,Var
SAFECO,10/31/2014,2473.8,12,WV,684.5301456,Var
SAFECO,10/31/2014,614.8,12,IN,32.06182,Var
SAFECO,10/31/2014,2750.1,12,CT,676.552101,Var
SAFECO,10/31/2014,1106.8,12,TN,270.961242,Var
SAFECO,10/31/2014,4400.9,12,MS,1217.781841,Var
SAFECO,10/31/2014,1781.1,12,CT,383.9606325,Var
SAFECO,10/31/2014,1523.7,12,GA,328.4716275,Var
SAFECO,10/31/2014,1535.9,12,CT,377.846759,Var
SAFECO,10/31/2014,770.7,12,AL,213.2619384,Var
SAFECO,10/31/2014,854.08,12,NY,236.334185,Var
SAFECO,10/31/2014,1063.9,12,TN,294.3938968,Var
SAFECO,10/31/2014,1207.4,12,AZ,334.1020688,Var
SAFECO,10/31/2014,1234.3,12,KY,341.5456216,Var
SAFECO,10/31/2014,1226.8,12,PA,339.4702816,Var
SAFECO,10/31/2014,1162.26,12,NY,284.5386819,Var
SAFECO,10/31/2014,1526.9,12,AR,373.8080235,Var
SAFECO,10/31/2014,672.4,12,,117.965856,Var
SAFECO,10/31/2014,1451.8,12,GA,357.157318,Var
SAFECO,10/31/2014,789.5,12,WI,218.464124,Var
SAFECO,10/31/2014,1337.8,12,GA,329.112178,Var
SAFECO,10/31/2014,1198.1,12,,293.3128515,Var
SAFECO,10/31/2014,2100.4,12,AL,514.209426,Var
SAFECO,10/31/2014,2096.89,6,NY,176.3860882,Var
SAFECO,10/31/2014,1050.2,12,AL,290.6029424,Var
SAFECO,10/31/2014,1208.9,12,TN,295.9568535,Var
SAFECO,10/31/2014,2616.6,12,KY,640.582929,Var
SAFECO,10/31/2014,830,12,OH,229.67096,Var
SAFECO,10/31/2014,897.7,12,,46.815055,Var
SAFECO,10/31/2014,952.2,12,WI,263.4851664,Var
SAFECO,10/31/2014,1411,12,MS,390.440632,Var
SAFECO,10/31/2014,2147.1,12,,594.1283352,Var
SAFECO,10/31/2014,986.8,6,OK,83.00759306,Var
SAFECO,10/31/2014,843.9,12,AL,233.5172568,Var
SAFECO,10/31/2014,568.7,12,OH,157.3661144,Var
SAFECO,10/31/2014,1060.9,12,WA,293.5637608,Var
SAFECO,10/31/2014,1040,6,AL,87.482668,Var
SAFECO,10/31/2014,972.2,12,MO,238.009143,Var
SAFECO,10/31/2014,1517.9,12,WA,420.0211448,Var
SAFECO,10/31/2014,1183.6,12,OK,327.5163232,Var
SAFECO,10/31/2014,362.3,12,OK,18.893945,Var
SAFECO,10/31/2014,4687.4,12,PA,1147.545831,Var
SAFECO,10/31/2014,790.2,12,OH,218.6578224,Var
SAFECO,10/31/2014,1923.6,12,,470.926134,Var
SAFECO,10/31/2014,677.2,12,WV,187.3893664,Var
SAFECO,10/31/2014,640,12,TN,177.09568,Var
SAFECO,10/31/2014,1161.93,12,WV,321.5199742,Var
SAFECO,10/31/2014,311,6,,117.5984387,Var
SAFECO,10/31/2014,1381,12,GA,297.709075,Var
SAFECO,10/31/2014,1353.6,12,GA,291.80232,Var
SAFECO,10/31/2014,758.8,12,IN,185.765622,Var
SAFECO,10/31/2014,959.8,12,OK,234.973437,Var
SAFECO,10/31/2014,1408,12,AR,389.610496,Var
SAFECO,10/31/2014,766.5,6,SC,64.47640868,Var
SAFECO,10/31/2014,1381.7,12,OH,382.3329704,Var
SAFECO,10/31/2014,1555.8,12,OH,430.5085296,Var
SAFECO,10/31/2014,907.2,12,CO,251.0331264,Var
SAFECO,10/31/2014,915.1,12,OH,224.0302065,Var
SAFECO,10/31/2014,726.5,12,MO,201.031268,Var
SAFECO,10/31/2014,2131.8,12,WA,589.8946416,Var
SAFECO,10/31/2014,1332.9,6,SC,332.7462223,Var
SAFECO,10/31/2014,1197.1,12,,293.0680365,Var
SAFECO,10/31/2014,1150.9,12,SC,318.4678408,Var
SAFECO,10/31/2014,843.9,12,AL,233.5172568,Var
SAFECO,10/31/2014,546.5,12,WA,151.223108,Var
SAFECO,10/31/2014,2460,12,CT,530.3145,Var
SAFECO,10/31/2014,3253.8,12,NM,900.3655056,Var
SAFECO,10/31/2014,620.9,12,UT,171.8104808,Var
SAFECO,10/31/2014,934.7,12,AZ,258.6427064,Var
SAFECO,10/31/2014,631.06,12,NY,174.6218747,Var
SAFECO,10/31/2014,639.3,12,SC,176.9019816,Var
SAFECO,10/31/2014,1612.8,12,AL,446.2811136,Var
SAFECO,10/31/2014,795.3,12,MO,139.527432,Var
SAFECO,10/31/2014,971.3,6,CT,81.70376484,Var
SAFECO,10/31/2014,1515.9,12,AL,371.1150585,Var
SAFECO,10/31/2014,1900.2,12,MS,525.8081424,Var
SAFECO,10/31/2014,1825.8,12,UT,505.2207696,Var
SAFECO,10/31/2014,1038.5,12,OR,287.365412,Var
SAFECO,10/31/2014,613.5,6,AR,197.3077841,Var
SAFECO,10/31/2014,1324.2,12,WA,366.4220304,Var
SAFECO,10/31/2014,1034.4,12,TX,286.2308928,Var
SAFECO,10/31/2014,1259.4,12,TX,348.4910928,Var
SAFECO,10/31/2014,954.2,12,TX,264.0385904,Var
SAFECO,10/31/2014,1756.8,12,TX,486.1276416,Var
SAFECO,10/31/2014,1305.3,12,TX,361.1921736,Var
SAFECO,10/31/2014,777.3,12,TX,215.0882376,Var
SAFECO,10/31/2014,1331.5,12,TX,368.442028,Var
SAFECO,10/31/2014,698,12,TX,193.144976,Var
SAFECO,10/31/2014,2384.4,12,TX,583.736886,Var
SAFECO,10/31/2014,1333.3,12,TX,368.9401096,Var
SAFECO,10/31/2014,734.8,12,TX,203.3279776,Var
SAFECO,10/31/2014,694.7,12,TX,192.2318264,Var
SAFECO,10/31/2014,2155.1,12,TX,527.6008065,Var
SAFECO,10/31/2014,1457.7,12,TX,403.3630824,Var
PROGRESSIVE,11/1/2014,577,6,TN,103.0522,Var
HARTFORD,11/3/2014,445,6,TX,126.7207721,Var
HARTFORD,11/3/2014,973,12,TX,250.6723683,Var
HARTFORD,11/3/2014,923,6,TX,262.8388149,Var
HARTFORD,11/3/2014,559,6,KS,159.184071,Var
HARTFORD,11/3/2014,1299,12,KS,334.659205,Var
HARTFORD,11/3/2014,542,6,OH,154.3430528,Var
HARTFORD,11/3/2014,531,12,OK,136.800645,Var
HARTFORD,11/3/2014,539,12,OH,138.8616717,Var
HARTFORD,11/3/2014,834,12,IN,214.86203,Var
HARTFORD,11/3/2014,1642,12,GA,423.0257233,Var
HARTFORD,11/3/2014,473,6,SC,134.6942139,Var
HARTFORD,11/3/2014,1462,12,GA,376.6526233,Var
HARTFORD,11/3/2014,754,12,NM,194.2517633,Var
HARTFORD,11/3/2014,310,6,OH,88.2773918,Var
HARTFORD,11/3/2014,213,6,IA,60.65511114,Var
HARTFORD,11/3/2014,888,12,PA,228.77396,Var
HARTFORD,11/3/2014,432,6,OH,123.018817,Var
HARTFORD,11/3/2014,846,6,OK,240.9118499,Var
HARTFORD,11/3/2014,567,12,OH,146.075265,Var
HARTFORD,11/3/2014,890,12,AL,229.2892167,Var
HARTFORD,11/3/2014,507,6,IN,144.3762505,Var
HARTFORD,11/3/2014,1135,6,AL,323.2091603,Var
HARTFORD,11/3/2014,692,6,SC,197.0579198,Var
MERCURY,11/3/2014,1449,12,FL,249.964575,Var
MERCURY,11/3/2014,1122,12,FL,193.55435,Var
MERCURY,11/3/2014,2135,12,FL,368.3052917,Var
21ST,11/3/2014,496.28,6,UT,220,Fixed
21ST,11/3/2014,507,6,UT,220,Fixed
PROGRESSIVE,11/3/2014,212,6,OK,84.98089536,Var
21ST,11/3/2014,670,6,OH,220,Fixed
21ST,11/3/2014,287.31,6,OH,220,Fixed
21ST,11/3/2014,207,6,TX,220,Fixed
21ST,11/3/2014,659,6,TX,220,Fixed
21ST,11/3/2014,415.99,6,GA,220,Fixed
21ST,11/3/2014,442.59,6,NM,220,Fixed
21ST,11/3/2014,751.02,6,TX,220,Fixed
21ST,11/3/2014,637.59,6,GA,220,Fixed
21ST,11/3/2014,430,6,PA,220,Fixed
21ST,11/3/2014,624.02,6,GA,220,Fixed
21ST,11/3/2014,329.85,6,GA,220,Fixed
21ST,11/3/2014,686.48,6,NM,220,Fixed
21ST,11/3/2014,371.71,6,TX,220,Fixed
21ST,11/3/2014,485.45,6,GA,220,Fixed
21ST,11/3/2014,933,6,CO,220,Fixed
21ST,11/3/2014,1551,6,FL,220,Fixed
21ST,11/3/2014,334.7,6,NM,220,Fixed
21ST,11/3/2014,351.58,6,NM,220,Fixed
21ST,11/3/2014,413,6,WA,220,Fixed
21ST,11/3/2014,830.12,6,GA,220,Fixed
21ST,11/3/2014,1413.72,6,TX,220,Fixed
21ST,11/3/2014,647.52,6,GA,220,Fixed
21ST,11/3/2014,972.13,6,CT,220,Fixed
21ST,11/3/2014,745.53,6,CT,220,Fixed
21ST,11/3/2014,410,6,TX,220,Fixed
21ST,11/3/2014,724,6,FL,220,Fixed
21ST,11/3/2014,440,6,OH,220,Fixed
21ST,11/3/2014,606,6,VA,220,Fixed
21ST,11/3/2014,506.64,6,TX,220,Fixed
21ST,11/3/2014,1036,6,CT,220,Fixed
21ST,11/3/2014,263,6,GA,220,Fixed
21ST,11/3/2014,614,6,TX,220,Fixed
21ST,11/3/2014,882,6,WA,220,Fixed
21ST,11/3/2014,645.91,6,TX,220,Fixed
21ST,11/3/2014,329.13,6,OH,220,Fixed
21ST,11/3/2014,869,6,GA,220,Fixed
21ST,11/3/2014,485,6,GA,220,Fixed
21ST,11/3/2014,928.59,6,WA,220,Fixed
21ST,11/3/2014,769.95,6,GA,220,Fixed
21ST,11/3/2014,420,6,OH,220,Fixed
21ST,11/3/2014,436.03,6,WA,220,Fixed
21ST,11/3/2014,369.17,6,PA,220,Fixed
MERCURY,11/3/2014,1131,6,NY,325.364949,Var
MERCURY,11/3/2014,1712,6,NY,492.506448,Var
MERCURY,11/3/2014,1408,6,NY,405.052032,Var
MERCURY,11/3/2014,1213,6,NY,348.954627,Var
MERCURY,11/3/2014,882,6,NY,253.732878,Var
MERCURY,11/3/2014,538,6,NY,154.771302,Var
MERCURY,11/3/2014,1680,12,NY,289.814,Var
MERCURY,11/3/2014,1003,6,NY,288.542037,Var
DAIRYLAND,11/3/2014,363.47,6,TX,30.55007513,Var
MERCURY,11/3/2014,1213,12,VA,209.2526083,Var
MERCURY,11/3/2014,2125,12,VA,366.5802083,Var
MERCURY,11/3/2014,1278,12,VA,220.46565,Var
MERCURY,11/3/2014,2731,12,VA,471.1202583,Var
MERCURY,11/3/2014,925,12,VA,159.5702083,Var
ESURANCE,11/3/2014,338,6,AR,475,Fixed
ESURANCE,11/3/2014,555,6,AZ,475,Fixed
ESURANCE,11/3/2014,396,6,AR,475,Fixed
ESURANCE,11/3/2014,594,6,AZ,325,Fixed
ESURANCE,11/3/2014,549,6,OK,325,Fixed
ESURANCE,11/3/2014,463,6,OH,475,Fixed
ESURANCE,11/3/2014,526,6,KS,325,Fixed
PROGRESSIVE,11/3/2014,506,6,NY,131.343432,Var
PROGRESSIVE,11/3/2014,221.58,6,NC,39.574188,Var
PROGRESSIVE,11/3/2014,709,6,OH,228.2388481,Var
PROGRESSIVE,11/3/2014,388,6,TN,33.0188,Var
PROGRESSIVE,11/3/2014,491,6,PA,41.7841,Var
PROGRESSIVE,11/3/2014,436,6,AL,113.173392,Var
PROGRESSIVE,11/3/2014,482,6,AL,41.0182,Var
PROGRESSIVE,11/3/2014,390,6,PA,125.5474623,Var
PROGRESSIVE,11/3/2014,986,6,MO,83.9086,Var
PROGRESSIVE,11/3/2014,391,6,IN,69.8326,Var
PROGRESSIVE,11/3/2014,1023,6,MN,265.542156,Var
PROGRESSIVE,11/3/2014,768.5,6,AZ,199.481082,Var
PROGRESSIVE,11/3/2014,1101,6,OK,93.6951,Var
PROGRESSIVE,11/3/2014,1391,6,TX,118.3741,Var
PROGRESSIVE,11/3/2014,782,6,AR,251.7387577,Var
PROGRESSIVE,11/3/2014,939,6,OH,302.2796592,Var
PROGRESSIVE,11/3/2014,282,6,OH,23.9982,Var
PROGRESSIVE,11/3/2014,430,6,PA,138.4241251,Var
PROGRESSIVE,11/3/2014,357,6,MO,114.9242155,Var
PROGRESSIVE,11/3/2014,840,6,WI,71.484,Var
PROGRESSIVE,11/3/2014,343,6,KS,29.1893,Var
PROGRESSIVE,11/3/2014,399,6,WI,33.9549,Var
PROGRESSIVE,11/3/2014,367,6,OH,118.1433812,Var
PROGRESSIVE,11/3/2014,512,6,NJ,43.5712,Var
PROGRESSIVE,11/3/2014,420.5,6,CO,35.78455,Var
PROGRESSIVE,11/3/2014,848,6,SC,339.9235814,Var
PROGRESSIVE,11/3/2014,1172,6,SC,377.28622,Var
PROGRESSIVE,11/3/2014,630,6,OH,53.613,Var
PROGRESSIVE,11/3/2014,972,6,AL,173.5992,Var
PROGRESSIVE,11/3/2014,832,6,OH,148.5952,Var
PROGRESSIVE,11/3/2014,245,6,OH,20.8495,Var
PROGRESSIVE,11/3/2014,292,6,SC,93.99963844,Var
PROGRESSIVE,11/3/2014,533,6,SC,45.3583,Var
PROGRESSIVE,11/3/2014,533,6,MN,138.351876,Var
