carrier_sold,future_pay_date, pre_tax_premium ,Term,state,1st_yr_value,Comm
HARTFORD,12/10/2014,560,6,OK,159.4688368,Var
HARTFORD,12/10/2014,461,6,AR,131.2770246,Var
HARTFORD,12/10/2014,513,6,WI,146.0848451,Var
HARTFORD,12/10/2014,584,12,VA,148.6679067,Var
HARTFORD,12/10/2014,108,12,WI,27.49338,Var
MERCURY,12/10/2014,966,12,FL,166.64305,Var
MERCURY,12/10/2014,1800,12,FL,310.515,Var
21ST,12/10/2014,437.52,6,OR,220,Fixed
21ST,12/10/2014,785,6,OR,220,Fixed
21ST,12/10/2014,481.45,6,OR,220,Fixed
21ST,12/10/2014,419.81,6,UT,220,Fixed
21ST,12/10/2014,610.82,6,UT,220,Fixed
21ST,12/10/2014,275,6,UT,220,Fixed
21ST,12/10/2014,593.95,6,UT,220,Fixed
21ST,12/10/2014,1759,6,NY,220,Fixed
21ST,12/10/2014,414.22,6,GA,220,Fixed
21ST,12/10/2014,577.51,6,PA,220,Fixed
21ST,12/10/2014,211,6,NC,220,Fixed
21ST,12/10/2014,728.18,6,OH,220,Fixed
21ST,12/10/2014,743.26,6,TX,220,Fixed
21ST,12/10/2014,441.84,6,WA,220,Fixed
21ST,12/10/2014,887.66,6,OH,220,Fixed
21ST,12/10/2014,830.63,6,CT,220,Fixed
21ST,12/10/2014,1082.61,6,MO,220,Fixed
21ST,12/10/2014,880,6,TX,220,Fixed
21ST,12/10/2014,579.4,6,TX,220,Fixed
21ST,12/10/2014,441,6,GA,220,Fixed
21ST,12/10/2014,330.69,6,GA,220,Fixed
21ST,12/10/2014,703.63,6,TX,220,Fixed
21ST,12/10/2014,482,6,TX,220,Fixed
21ST,12/10/2014,948.95,6,TX,220,Fixed
21ST,12/10/2014,672,6,GA,220,Fixed
21ST,12/10/2014,622.45,6,GA,220,Fixed
21ST,12/10/2014,1050.3,6,TX,220,Fixed
21ST,12/10/2014,694.4,6,WA,220,Fixed
21ST,12/10/2014,821.37,6,NY,220,Fixed
21ST,12/10/2014,550.72,6,WA,220,Fixed
21ST,12/10/2014,291,6,CA,220,Fixed
21ST,12/10/2014,1092,6,MO,220,Fixed
21ST,12/10/2014,1246,6,OH,220,Fixed
21ST,12/10/2014,713.32,6,MO,220,Fixed
21ST,12/10/2014,509,6,CA,220,Fixed
21ST,12/10/2014,821,6,GA,220,Fixed
21ST,12/10/2014,812.7,6,GA,220,Fixed
MERCURY,12/10/2014,2600,6,NY,747.9654,Var
MERCURY,12/10/2014,606,6,NY,174.333474,Var
MERCURY,12/10/2014,846,6,NY,243.376434,Var
MERCURY,12/10/2014,1759,6,NY,506.027361,Var
MERCURY,12/10/2014,2220,12,NY,382.9685,Var
MERCURY,12/10/2014,2167,6,NY,623.400393,Var
MERCURY,12/10/2014,916,6,NY,263.513964,Var
MERCURY,12/10/2014,2069,6,NY,595.207851,Var
MERCURY,12/10/2014,1287,6,NY,370.242873,Var
MERCURY,12/10/2014,1093,6,NY,314.433147,Var
DAIRYLAND,12/10/2014,1674,6,OH,140.7016418,Var
DAIRYLAND,12/10/2014,356.61,6,TX,29.97348417,Var
DAIRYLAND,12/10/2014,388,6,TX,32.61185008,Var
MERCURY,12/10/2014,500,12,VA,86.25416667,Var
MERCURY,12/10/2014,1322,6,VA,380.311638,Var
MERCURY,12/10/2014,1334,12,VA,230.1261167,Var
MERCURY,12/10/2014,1269,6,VA,365.064651,Var
MERCURY,12/10/2014,991,12,VA,170.9557583,Var
ESURANCE,12/10/2014,590,6,NJ,475,Fixed
ESURANCE,12/10/2014,3045,6,PA,475,Fixed
PROGRESSIVE,12/10/2014,706.07,6,NC,126.104102,Var
PROGRESSIVE,12/10/2014,283,6,SC,91.10238931,Var
PROGRESSIVE,12/10/2014,294,6,MO,94.64347158,Var
PROGRESSIVE,12/10/2014,439,6,FL,113.952108,Var
PROGRESSIVE,12/10/2014,224,6,TN,72.10931168,Var
PROGRESSIVE,12/10/2014,304,6,OH,121.8593971,Var
PROGRESSIVE,12/10/2014,786,6,OH,140.3796,Var
PROGRESSIVE,12/10/2014,131,6,MO,23.3966,Var
PROGRESSIVE,12/10/2014,1177,6,OH,471.8043106,Var
PROGRESSIVE,12/10/2014,609,6,WA,158.079348,Var
PROGRESSIVE,12/10/2014,654,6,UT,210.5334368,Var
PROGRESSIVE,12/10/2014,1136,6,PA,202.8896,Var
PROGRESSIVE,12/10/2014,274,6,WI,48.9364,Var
PROGRESSIVE,12/10/2014,423,6,OH,35.9973,Var
PROGRESSIVE,12/10/2014,323,6,OR,57.6878,Var
PROGRESSIVE,12/10/2014,1040,6,MN,88.504,Var
PROGRESSIVE,12/10/2014,361,6,MN,93.705492,Var
PROGRESSIVE,12/10/2014,411,6,OK,73.4046,Var
PROGRESSIVE,12/10/2014,987,6,MO,317.7316546,Var
PROGRESSIVE,12/10/2014,1475,6,MN,382.8687,Var
PROGRESSIVE,12/10/2014,165,6,WI,14.0415,Var
PROGRESSIVE,12/10/2014,704,6,PA,125.7344,Var
PROGRESSIVE,12/10/2014,859,6,PA,153.4174,Var
PROGRESSIVE,12/10/2014,317,6,OR,102.0475527,Var
PROGRESSIVE,12/10/2014,457,6,OR,81.6202,Var
PROGRESSIVE,12/10/2014,399,6,OR,128.4447114,Var
PROGRESSIVE,12/10/2014,635,6,WA,254.5418328,Var
PROGRESSIVE,12/10/2014,799,6,OH,142.7014,Var
PROGRESSIVE,12/10/2014,1481,6,OH,264.5066,Var
PROGRESSIVE,12/10/2014,1678,6,OR,540.1760045,Var
PROGRESSIVE,12/10/2014,454,6,SC,38.6354,Var
PROGRESSIVE,12/10/2014,1004,6,SC,179.3144,Var
PROGRESSIVE,12/10/2014,1463,6,OK,379.753836,Var
PROGRESSIVE,12/10/2014,772,6,MN,137.8792,Var
PROGRESSIVE,12/10/2014,730.5,6,AZ,130.4673,Var
TRAVELERS,12/10/2014,527,12,TX,114.97559,Var
TRAVELERS,12/10/2014,1262,12,PA,275.33054,Var
TRAVELERS,12/10/2014,608,12,VA,132.64736,Var
TRAVELERS,12/10/2014,996,12,PA,217.29732,Var
TRAVELERS,12/10/2014,588,12,CT,151.3055101,Var
TRAVELERS,12/10/2014,785,12,PA,171.26345,Var
TRAVELERS,12/10/2014,1456,6,TX,511.1537209,Var
TRAVELERS,12/10/2014,1133,12,OH,247.18661,Var
TRAVELERS,12/10/2014,1513,12,TX,330.09121,Var
TRAVELERS,12/10/2014,1970,12,TX,429.7949,Var
TRAVELERS,12/10/2014,683,12,PA,175.7511283,Var
TRAVELERS,12/10/2014,1477,12,PA,322.23709,Var
TRAVELERS,12/10/2014,1005,12,VA,219.26085,Var
TRAVELERS,12/10/2014,652,12,MO,142.24684,Var
TRAVELERS,12/10/2014,1685,12,TX,367.61645,Var
TRAVELERS,12/10/2014,951,12,TN,207.47967,Var
TRAVELERS,12/10/2014,1689,12,WI,368.48913,Var
TRAVELERS,12/10/2014,3824,12,NJ,834.28208,Var
TRAVELERS,12/10/2014,593,12,CT,129.37481,Var
TRAVELERS,12/10/2014,2414,12,TX,526.66238,Var
TRAVELERS,12/10/2014,687,12,IN,149.88279,Var
TRAVELERS,12/10/2014,1526,12,TX,392.6738239,Var
TRAVELERS,12/10/2014,1020,12,CT,222.5334,Var
TRAVELERS,12/10/2014,681,12,MN,148.57377,Var
TRAVELERS,12/10/2014,1725,12,TX,376.34325,Var
TRAVELERS,12/10/2014,718,12,VA,156.64606,Var
TRAVELERS,12/10/2014,1607,12,TX,350.59919,Var
TRAVELERS,12/10/2014,1545,12,TX,337.07265,Var
TRAVELERS,12/10/2014,1442,12,OK,314.60114,Var
FOREMOST,12/10/2014,563,6,NY,65.1899952,Var
FOREMOST,12/10/2014,1114,6,GA,128.9905056,Var
FOREMOST,12/10/2014,632,6,GA,73.1795328,Var
FOREMOST,12/10/2014,519,6,GA,60.0952176,Var
FOREMOST,12/10/2014,366,6,GA,42.3792864,Var
FOREMOST,12/10/2014,1437,6,NY,166.3908048,Var
FOREMOST,12/10/2014,864,6,NY,100.0429056,Var
FOREMOST,12/10/2014,412,6,NY,47.7056448,Var
FOREMOST,12/10/2014,912,6,NY,105.6008448,Var
FOREMOST,12/10/2014,800,6,CT,92.63232,Var
FOREMOST,12/10/2014,714,6,GA,82.6743456,Var
FOREMOST,12/10/2014,775,6,NY,89.73756,Var
FOREMOST,12/10/2014,3178,6,GA,367.9818912,Var
FOREMOST,12/10/2014,903,6,GA,104.5587312,Var
FOREMOST,12/10/2014,1729,6,GA,200.2016016,Var
PLYMOUTH ROCK,12/10/2014,2034,6,NJ,896.26176,Var
PLYMOUTH ROCK,12/10/2014,628,6,NJ,276.72192,Var
PLYMOUTH ROCK,12/10/2014,786,6,NJ,346.34304,Var
PLYMOUTH ROCK,12/10/2014,534,6,NJ,235.30176,Var
PLYMOUTH ROCK,12/10/2014,926,6,NJ,408.03264,Var
PLYMOUTH ROCK,12/10/2014,463,6,NJ,204.01632,Var
PLYMOUTH ROCK,12/10/2014,361,6,NJ,159.07104,Var
THE GENERAL,12/10/2014,600,12,OH,49.164,Var
THE GENERAL,12/10/2014,521,12,OH,42.69074,Var
THE GENERAL,12/10/2014,831,6,OH,86.45298528,Var
THE GENERAL,12/10/2014,494,12,OH,40.47836,Var
SAFECO,12/10/2014,191,12,NM,56.60254745,Var
SAFECO,12/10/2014,367,12,GA,82.10411069,Var
SAFECO,12/10/2014,996,12,TN,295.1630223,Var
THE GENERAL,12/10/2014,663,12,TN,54.32622,Var
THE GENERAL,12/10/2014,1396,12,SC,114.38824,Var
THE GENERAL,12/10/2014,855,12,TN,70.0587,Var
THE GENERAL,12/10/2014,2110,12,TX,172.8934,Var
MERCURY,12/10/2014,855,6,TX,245.965545,Var
MERCURY,12/10/2014,448,6,TX,128.880192,Var
MERCURY,12/10/2014,1615,6,TX,464.601585,Var
MERCURY,12/10/2014,292,6,TX,84.002268,Var
MERCURY,12/10/2014,400,6,TX,115.0716,Var
MERCURY,12/10/2014,586,6,TX,168.579894,Var
MERCURY,12/10/2014,451,6,TX,129.743229,Var
MERCURY,12/10/2014,1311,6,TX,377.147169,Var
MERCURY,12/10/2014,370,6,TX,106.44123,Var
MERCURY,12/10/2014,491,6,TX,141.250389,Var
MERCURY,12/10/2014,739,6,TX,212.594781,Var
MERCURY,12/10/2014,237,6,TX,68.179923,Var
MERCURY,12/10/2014,224,6,TX,64.440096,Var
MERCURY,12/10/2014,383,6,TX,110.181057,Var
MERCURY,12/10/2014,964,6,TX,277.322556,Var
MERCURY,12/10/2014,452,6,TX,130.030908,Var
MERCURY,12/10/2014,625,6,TX,179.799375,Var
MERCURY,12/10/2014,1471,6,TX,423.175809,Var
MERCURY,12/10/2014,731,6,TX,210.293349,Var
MERCURY,12/10/2014,373,6,TX,107.304267,Var
MERCURY,12/10/2014,522,6,TX,150.168438,Var
MERCURY,12/10/2014,1086,6,TX,312.419394,Var
MERCURY,12/10/2014,1031,6,TX,296.597049,Var
MERCURY,12/10/2014,245,6,TX,70.481355,Var
MERCURY,12/10/2014,362,6,TX,104.139798,Var
ASI,12/10/2014,403,12,VA,51.22336052,Var
SAFECO,12/10/2014,1746,12,CT,429.53346,Var
SAFECO,12/10/2014,1162.4,12,GA,285.962024,Var
SAFECO,12/10/2014,789.7,12,OH,193.3304055,Var
SAFECO,12/10/2014,862,12,NY,238.525744,Var
SAFECO,12/10/2014,843,12,AR,206.379045,Var
SAFECO,12/10/2014,676.2,6,CT,234.9308325,Var
SAFECO,12/10/2014,711,12,NM,37.07865,Var
SAFECO,12/10/2014,268.01,12,NY,65.61286815,Var
SAFECO,12/10/2014,1353.1,12,SC,331.2591765,Var
SAFECO,12/10/2014,596,12,AL,164.920352,Var
SAFECO,12/10/2014,689.2,12,VA,190.7099104,Var
SAFECO,12/10/2014,1247.16,12,NY,345.1041379,Var
SAFECO,12/10/2014,378.38,12,NC,92.6330997,Var
SAFECO,12/10/2014,1444.4,12,OR,399.6828128,Var
SAFECO,12/10/2014,1375.4,12,GA,338.362154,Var
SAFECO,12/10/2014,717.2,12,SC,43.17544,Var
SAFECO,12/10/2014,1718,12,OK,475.391216,Var
SAFECO,12/10/2014,1646.6,12,TN,455.6339792,Var
SAFECO,12/10/2014,831,12,NM,229.947672,Var
SAFECO,12/10/2014,3148.9,12,GA,774.660889,Var
SAFECO,12/10/2014,551.3,12,VA,152.5513256,Var
SAFECO,12/10/2014,1202,12,MO,332.607824,Var
SAFECO,12/10/2014,1375.4,12,MS,336.718551,Var
SAFECO,12/10/2014,1195.2,12,CT,294.031152,Var
SAFECO,12/10/2014,968,12,SC,267.857216,Var
SAFECO,12/10/2014,2230.1,12,GA,548.626901,Var
SAFECO,12/10/2014,1330.3,12,MS,325.6773945,Var
SAFECO,12/10/2014,961,12,OH,235.267215,Var
SAFECO,12/10/2014,1725.4,12,SC,477.4388848,Var
SAFECO,12/10/2014,1165,12,WA,285.209475,Var
SAFECO,12/10/2014,745.3,6,OH,281.8203099,Var
SAFECO,12/10/2014,302,12,MO,83.567024,Var
SAFECO,12/10/2014,951.9,12,OH,57.30438,Var
SAFECO,12/10/2014,1152.6,12,NM,282.173769,Var
SAFECO,12/10/2014,897,12,TN,248.210664,Var
SAFECO,12/10/2014,1560,12,GA,383.7756,Var
SAFECO,12/10/2014,688,12,WA,168.43272,Var
SAFECO,12/10/2014,563.7,12,OH,138.0022155,Var
SAFECO,12/10/2014,3118.1,12,AL,862.8156872,Var
SAFECO,12/10/2014,131390,12,KS,24203.61468,Var
SAFECO,12/10/2014,1783.1,12,OH,436.5296265,Var
SAFECO,12/10/2014,2803,12,OK,775.623736,Var
SAFECO,12/10/2014,1384,12,CT,340.47784,Var
SAFECO,12/10/2014,1055.1,12,TN,291.9588312,Var
SAFECO,12/10/2014,488,12,OH,135.035456,Var
SAFECO,12/10/2014,1225.4,12,CT,301.460654,Var
SAFECO,12/10/2014,1535.1,12,TX,424.7805912,Var
SAFECO,12/10/2014,2319,12,TX,641.695128,Var
SAFECO,12/10/2014,1464,12,TX,405.106368,Var
SAFECO,12/10/2014,868.9,12,TX,240.4350568,Var
SAFECO,12/10/2014,1454,12,TX,402.339248,Var
SAFECO,12/10/2014,1277.5,12,TX,353.49958,Var
SAFECO,12/10/2014,1899,12,TX,525.476088,Var
SAFECO,12/10/2014,482.7,12,TX,25.172805,Var
SAFECO,12/10/2014,4326.5,12,TX,1059.192098,Var
SAFECO,12/10/2014,79.99,12,TX,22.13419288,Var
SAFECO,12/10/2014,2070,12,TX,572.79384,Var
SAFECO,12/10/2014,2536.8,12,TX,701.9630016,Var
SAFECO,12/10/2014,937.7,12,TX,259.4728424,Var
SAFECO,12/10/2014,671.7,12,TX,185.8674504,Var
SAFECO,12/10/2014,1702.5,12,TX,88.785375,Var
SAFECO,12/10/2014,588.9,12,TX,162.9556968,Var
HARTFORD,12/11/2014,640.45,6,WV,182.3782438,Var
DAIRYLAND,12/11/2014,371,6,CO,31.18298036,Var
HARTFORD,12/11/2014,675,6,TX,192.2169015,Var
HARTFORD,12/11/2014,1192,6,TX,339.4408098,Var
HARTFORD,12/11/2014,489,12,TX,125.980255,Var
HARTFORD,12/11/2014,640,6,TX,182.2500992,Var
HARTFORD,12/11/2014,1261,12,TX,324.8693283,Var
HARTFORD,12/11/2014,482,6,OR,137.257106,Var
HARTFORD,12/11/2014,1848,12,SC,476.09716,Var
HARTFORD,12/11/2014,481,12,NM,123.9192283,Var
HARTFORD,12/11/2014,267,6,OR,76.03246326,Var
HARTFORD,12/11/2014,374,6,SC,106.5024017,Var
HARTFORD,12/11/2014,289,6,PA,82.29731042,Var
HARTFORD,12/11/2014,1204,12,WA,310.1845133,Var
HARTFORD,12/11/2014,494,6,GA,140.6742953,Var
HARTFORD,12/11/2014,400,6,IN,113.906312,Var
HARTFORD,12/11/2014,1133,6,SC,322.6396287,Var
HARTFORD,12/11/2014,470,12,UT,121.0853167,Var
HARTFORD,12/11/2014,263,6,VA,74.89340014,Var
HARTFORD,12/11/2014,754,6,OK,214.7133981,Var
HARTFORD,12/11/2014,1148,12,VA,295.7573267,Var
HARTFORD,12/11/2014,1632,12,SC,420.44944,Var
HARTFORD,12/11/2014,519,12,GA,133.709105,Var
HARTFORD,12/11/2014,1003,12,VA,255.3320383,Var
HARTFORD,12/11/2014,517,12,VA,131.6118283,Var
MERCURY,12/11/2014,1965,12,FL,338.978875,Var
MERCURY,12/11/2014,1094,6,FL,314.720826,Var
21ST,12/11/2014,97.5,6,UT,220,Fixed
21ST,12/11/2014,320.35,6,UT,220,Fixed
21ST,12/11/2014,549.91,6,VA,220,Fixed
21ST,12/11/2014,600.3,6,OH,220,Fixed
21ST,12/11/2014,890,6,TX,220,Fixed
21ST,12/11/2014,339.3,6,CO,220,Fixed
21ST,12/11/2014,319,6,OH,220,Fixed
21ST,12/11/2014,1183.67,6,WA,220,Fixed
21ST,12/11/2014,386.77,6,GA,220,Fixed
21ST,12/11/2014,519,6,GA,220,Fixed
21ST,12/11/2014,285,6,TX,220,Fixed
21ST,12/11/2014,1634.94,6,OH,220,Fixed
21ST,12/11/2014,467.85,6,GA,220,Fixed
21ST,12/11/2014,419.03,6,OH,220,Fixed
21ST,12/11/2014,1059.65,6,GA,220,Fixed
21ST,12/11/2014,641.33,6,PA,220,Fixed
21ST,12/11/2014,1007.57,6,PA,220,Fixed
21ST,12/11/2014,719,6,CO,220,Fixed
21ST,12/11/2014,242,6,TX,220,Fixed
21ST,12/11/2014,679.45,6,TX,220,Fixed
21ST,12/11/2014,308.05,6,GA,220,Fixed
21ST,12/11/2014,535.66,6,GA,220,Fixed
MERCURY,12/11/2014,881,6,NY,253.445199,Var
MERCURY,12/11/2014,1278,6,NY,367.653762,Var
MERCURY,12/11/2014,954,6,NY,274.445766,Var
MERCURY,12/11/2014,886,6,NY,254.883594,Var
MERCURY,12/11/2014,420,6,NY,120.82518,Var
MERCURY,12/11/2014,3498,6,NY,1006.301142,Var
DAIRYLAND,12/11/2014,438,6,OH,36.81440808,Var
DAIRYLAND,12/11/2014,540,6,OH,45.3876264,Var
MERCURY,12/11/2014,464,12,VA,80.04386667,Var
MERCURY,12/11/2014,674,6,VA,193.895646,Var
MERCURY,12/11/2014,1620,6,VA,466.03998,Var
MERCURY,12/11/2014,993,6,VA,285.665247,Var
MERCURY,12/11/2014,2624,12,VA,452.6618667,Var
MERCURY,12/11/2014,1390.9,12,VA,239.9418408,Var
DAIRYLAND,12/11/2014,260,6,WI,21.8533016,Var
ESURANCE,12/11/2014,750,6,MS,325,Fixed
PROGRESSIVE,12/11/2014,750,6,MO,300.63996,Var
PROGRESSIVE,12/11/2014,486,6,AR,194.8146941,Var
PROGRESSIVE,12/11/2014,1231,6,MS,319.533132,Var
PROGRESSIVE,12/11/2014,1162.03,6,MS,301.6304512,Var
PROGRESSIVE,12/11/2014,1434,6,KS,256.1124,Var
PROGRESSIVE,12/11/2014,445,6,PA,115.50954,Var
PROGRESSIVE,12/11/2014,421,6,SC,75.1906,Var
PROGRESSIVE,12/11/2014,1588,6,AZ,636.5550086,Var
PROGRESSIVE,12/11/2014,1165,6,OH,208.069,Var
PROGRESSIVE,12/11/2014,636,6,AR,204.7389385,Var
PROGRESSIVE,12/11/2014,546,6,AL,175.7664472,Var
PROGRESSIVE,12/11/2014,1095,6,PA,195.567,Var
PROGRESSIVE,12/11/2014,1315,6,CT,341.33718,Var
PROGRESSIVE,12/11/2014,1077,6,PA,192.3522,Var
PROGRESSIVE,12/11/2014,1179,6,CT,379.539636,Var
PROGRESSIVE,12/11/2014,1008,6,NJ,324.4919026,Var
PROGRESSIVE,12/11/2014,917,6,CT,295.1974947,Var
PROGRESSIVE,12/11/2014,646,6,IN,258.9512189,Var
PROGRESSIVE,12/11/2014,244,6,TN,63.335568,Var
PROGRESSIVE,12/11/2014,298.5,6,AZ,96.09209615,Var
PROGRESSIVE,12/11/2014,672,6,OK,120.0192,Var
PROGRESSIVE,12/11/2014,520.5,6,AZ,44.29455,Var
PROGRESSIVE,12/11/2014,1075.02,6,NM,91.484202,Var
PROGRESSIVE,12/11/2014,994,6,OH,258.014568,Var
PROGRESSIVE,12/11/2014,478,6,PA,124.075416,Var
PROGRESSIVE,12/11/2014,512,6,OK,132.900864,Var
PROGRESSIVE,12/11/2014,281,6,OK,90.45855617,Var
PROGRESSIVE,12/11/2014,150,6,MS,12.765,Var
PROGRESSIVE,12/11/2014,2422,6,MN,628.683384,Var
PROGRESSIVE,12/11/2014,615,6,OH,52.3365,Var
PROGRESSIVE,12/11/2014,641,6,MN,114.4826,Var
PROGRESSIVE,12/11/2014,558,6,SC,179.6294461,Var
PROGRESSIVE,12/11/2014,302,6,WA,53.9372,Var
PROGRESSIVE,12/11/2014,1219,6,IA,103.7369,Var
PROGRESSIVE,12/11/2014,549,6,SC,98.0514,Var
PROGRESSIVE,12/11/2014,524,6,AL,168.6842827,Var
PROGRESSIVE,12/11/2014,333,6,AL,59.4738,Var
PROGRESSIVE,12/11/2014,339,6,MO,60.5454,Var
PROGRESSIVE,12/11/2014,299,6,IN,53.4014,Var
PROGRESSIVE,12/11/2014,1776,6,MO,317.1936,Var
PROGRESSIVE,12/11/2014,753,6,SC,242.4031772,Var
PROGRESSIVE,12/11/2014,278,6,OK,23.6578,Var
PROGRESSIVE,12/11/2014,281,6,OK,112.6397717,Var
PROGRESSIVE,12/11/2014,443,6,AR,177.578003,Var
PROGRESSIVE,12/11/2014,687,6,SC,122.6982,Var
PROGRESSIVE,12/11/2014,983,6,SC,175.5638,Var
PROGRESSIVE,12/11/2014,542,6,AZ,96.8012,Var
TRAVELERS,12/11/2014,1379,12,TN,300.85643,Var
TRAVELERS,12/11/2014,1491,12,OK,325.29147,Var
TRAVELERS,12/11/2014,1709,12,TX,372.85253,Var
TRAVELERS,12/11/2014,1765,12,TX,385.07005,Var
TRAVELERS,12/11/2014,736,12,PA,189.38921,Var
TRAVELERS,12/11/2014,773,12,AL,168.64541,Var
TRAVELERS,12/11/2014,3073,12,KS,670.43641,Var
TRAVELERS,12/11/2014,2174,12,IN,474.30158,Var
TRAVELERS,12/11/2014,2036,12,NJ,444.19412,Var
TRAVELERS,12/11/2014,131,12,CT,13.75292581,Var
TRAVELERS,12/11/2014,911,12,CO,198.75287,Var
TRAVELERS,12/11/2014,1897,12,PA,413.86849,Var
TRAVELERS,12/11/2014,2328,12,VA,507.89976,Var
TRAVELERS,12/11/2014,933,12,PA,203.55261,Var
TRAVELERS,12/11/2014,1040,12,CO,226.8968,Var
TRAVELERS,12/11/2014,2321,12,CT,506.37257,Var
TRAVELERS,12/11/2014,1242,12,OH,270.96714,Var
TRAVELERS,12/11/2014,1094,12,TX,238.67798,Var
TRAVELERS,12/11/2014,1139,12,IN,293.0900953,Var
TRAVELERS,12/11/2014,1072,12,OH,233.87824,Var
TRAVELERS,12/11/2014,1602,12,TX,349.50834,Var
TRAVELERS,12/11/2014,1172,12,PA,255.69524,Var
TRAVELERS,12/11/2014,1784,12,SC,389.21528,Var
TRAVELERS,12/11/2014,3268,12,CO,712.97956,Var
TRAVELERS,12/11/2014,1763,12,CO,384.63371,Var
TRAVELERS,12/11/2014,1563,12,NJ,340.99971,Var
TRAVELERS,12/11/2014,1229,12,KS,268.13093,Var
TRAVELERS,12/11/2014,761,12,NM,166.02737,Var
TRAVELERS,12/11/2014,1334.64,12,MN,343.4326293,Var
TRAVELERS,12/11/2014,777,12,CT,169.51809,Var
TRAVELERS,12/11/2014,651,12,AL,142.02867,Var
TRAVELERS,12/11/2014,2795,12,TX,609.78515,Var
TRAVELERS,12/11/2014,1969,12,AL,429.57673,Var
TRAVELERS,12/11/2014,962,12,VA,209.87954,Var
THE GENERAL,12/11/2014,389.75,12,CA,31.936115,Var
THE GENERAL,12/11/2014,3948,12,CO,323.49912,Var
FOREMOST,12/11/2014,847,6,CT,98.0744688,Var
FOREMOST,12/11/2014,283,6,GA,32.7686832,Var
FOREMOST,12/11/2014,169,6,GA,19.5685776,Var
FOREMOST,12/11/2014,1056,6,NY,122.2746624,Var
FOREMOST,12/11/2014,2247,6,NY,260.1810288,Var
FOREMOST,12/11/2014,442,6,NY,51.1793568,Var
FOREMOST,12/11/2014,352,6,GA,40.7582208,Var
FOREMOST,12/11/2014,382,6,GA,44.2319328,Var
FOREMOST,12/11/2014,849,6,GA,98.3060496,Var
FOREMOST,12/11/2014,645,6,GA,74.684808,Var
FOREMOST,12/11/2014,1581,6,NY,183.0646224,Var
FOREMOST,12/11/2014,1399,6,GA,161.9907696,Var
FOREMOST,12/11/2014,406,6,GA,47.0109024,Var
FOREMOST,12/11/2014,424,6,NY,49.0951296,Var
FOREMOST,12/11/2014,1282,6,GA,148.4432928,Var
FOREMOST,12/11/2014,1439,6,GA,166.6223856,Var
FOREMOST,12/11/2014,804,6,GA,93.0954816,Var
FOREMOST,12/11/2014,1970,6,GA,228.107088,Var
FOREMOST,12/11/2014,808,6,CT,93.5586432,Var
FOREMOST,12/11/2014,515,6,GA,59.632056,Var
FOREMOST,12/11/2014,832,6,GA,96.3376128,Var
PLYMOUTH ROCK,12/11/2014,1975,6,NJ,870.264,Var
PLYMOUTH ROCK,12/11/2014,1934,6,NJ,852.19776,Var
PLYMOUTH ROCK,12/11/2014,2326,6,NJ,1024.92864,Var
PLYMOUTH ROCK,12/11/2014,1791,6,NJ,789.18624,Var
PLYMOUTH ROCK,12/11/2014,826,6,NJ,363.96864,Var
PLYMOUTH ROCK,12/11/2014,564,6,NJ,248.52096,Var
PLYMOUTH ROCK,12/11/2014,535,6,NJ,235.7424,Var
PLYMOUTH ROCK,12/11/2014,586,6,NJ,258.21504,Var
PLYMOUTH ROCK,12/11/2014,474,6,NJ,208.86336,Var
PLYMOUTH ROCK,12/11/2014,2075,6,NJ,914.328,Var
PLYMOUTH ROCK,12/11/2014,831,6,NJ,366.17184,Var
PLYMOUTH ROCK,12/11/2014,1029,6,NJ,453.41856,Var
THE GENERAL,12/11/2014,1360,12,IN,111.4384,Var
THE GENERAL,12/11/2014,586,12,IN,48.01684,Var
THE GENERAL,12/11/2014,2582,6,OH,268.6180602,Var
THE GENERAL,12/11/2014,1927,6,OH,200.4752138,Var
THE GENERAL,12/11/2014,905,12,OH,74.1557,Var
THE GENERAL,12/11/2014,2094,12,OH,171.58236,Var
SAFECO,12/11/2014,122,12,VA,36.15450675,Var
SAFECO,12/11/2014,1636,12,MO,484.8260085,Var
SAFECO,12/11/2014,227,12,GA,28.9381356,Var
SAFECO,12/11/2014,709,12,GA,158.6152983,Var
SAFECO,12/11/2014,1270,12,NY,376.3624883,Var
THE GENERAL,12/11/2014,2964,6,PA,308.3593843,Var
THE GENERAL,12/11/2014,2187,12,SC,179.20278,Var
THE GENERAL,12/11/2014,1442,12,SC,118.15748,Var
THE GENERAL,12/11/2014,2582,12,TX,211.56908,Var
MERCURY,12/11/2014,358,6,TX,102.989082,Var
MERCURY,12/11/2014,202,6,TX,58.111158,Var
MERCURY,12/11/2014,414,6,TX,119.099106,Var
MERCURY,12/11/2014,535,6,TX,153.908265,Var
MERCURY,12/11/2014,208,6,TX,59.837232,Var
MERCURY,12/11/2014,634,6,TX,182.388486,Var
MERCURY,12/11/2014,1170,6,TX,336.58443,Var
MERCURY,12/11/2014,1504,6,TX,432.669216,Var
MERCURY,12/11/2014,675,6,TX,194.183325,Var
MERCURY,12/11/2014,481,6,TX,138.373599,Var
MERCURY,12/11/2014,248,6,TX,71.344392,Var
MERCURY,12/11/2014,443,6,TX,127.441797,Var
MERCURY,12/11/2014,363.04,6,TX,104.4389842,Var
MERCURY,12/11/2014,510,6,TX,146.71629,Var
MERCURY,12/11/2014,366,6,TX,105.290514,Var
MERCURY,12/11/2014,550,6,TX,158.22345,Var
